START_DATE,MATCH_ID,PLAYER_ID,BATSMAN,RUNS,BALLS_FACED,STRIKE_RATE,FOURS,SIXS,OPPOSITION,GROUND
10-Jan-10,ODI # 2941,49619,Oshane Thomas,0,8,0,0,0, India,Dhaka
6-Jul-11,ODI # 3169,49619,Oshane Thomas,1,3,33.33,0,0, England,Nottingham
10-Aug-11,ODI # 3175,49619,Oshane Thomas,0,2,0,0,0, Australia,Pallekele
11-Nov-11,ODI # 3212,49619,Oshane Thomas,0,2,0,0,0, Pakistan,Dubai (DSC)
15-Mar-12,ODI # 3260,49619,Oshane Thomas,0,4,0,0,0, Pakistan,Dhaka
20-Mar-12,ODI # 3265,49619,Oshane Thomas,0,1,0,0,0, Bangladesh,Dhaka
11-Jul-13,ODI # 3388,49619,Oshane Thomas,1,5,20,0,0, India,Port of Spain
18-Dec-13,ODI # 3445,49619,Oshane Thomas,1,1,100,0,0, Pakistan,Sharjah
25-Dec-13,ODI # 3448,49619,Oshane Thomas,2,11,18.18,0,0, Pakistan,Abu Dhabi
22-May-14,ODI # 3492,49619,Oshane Thomas,4,5,80,0,0, England,The Oval
23-Jan-15,ODI # 3588,49619,Oshane Thomas,0,3,0,0,0, New Zealand,Dunedin
25-Jan-15,ODI # 3590,49619,Oshane Thomas,3,5,60,0,0, New Zealand,Dunedin
14-Feb-15,ODI # 3599,49619,Oshane Thomas,7,17,41.17,0,0, New Zealand,Christchurch
22-Jul-15,ODI # 3671,49619,Oshane Thomas,1,3,33.33,0,0, Pakistan,Colombo (RPS)
1-Nov-15,ODI # 3701,49619,Oshane Thomas,1,4,25,0,0, West Indies,Colombo (RPS)
26-Dec-15,ODI # 3714,49619,Oshane Thomas,8,9,88.88,0,0, New Zealand,Christchurch
21-Jun-16,ODI # 3751,49619,Oshane Thomas,7,8,87.5,0,0, England,Nottingham
26-Jun-16,ODI # 3755,49619,Oshane Thomas,3,4,75,0,0, England,Bristol
2-Jul-16,ODI # 3758,49619,Oshane Thomas,10,23,43.47,1,0, England,Cardiff
4-Sep-16,ODI # 3776,49619,Oshane Thomas,0,1,0,0,0, Australia,Pallekele
16-Nov-16,ODI # 3805,49619,Oshane Thomas,0,1,0,0,0, West Indies,Harare
28-Jan-17,ODI # 3828,49619,Oshane Thomas,3,12,25,0,0, South Africa,Port Elizabeth
1-Feb-17,ODI # 3830,49619,Oshane Thomas,2,5,40,0,0, South Africa,Durban
4-Feb-17,ODI # 3831,49619,Oshane Thomas,0,6,0,0,0, South Africa,Johannesburg
10-Feb-17,ODI # 3834,49619,Oshane Thomas,20,28,71.42,1,1, South Africa,Centurion
25-Mar-17,ODI # 3855,49619,Oshane Thomas,8,9,88.88,1,0, Bangladesh,Dambulla
28-Mar-17,ODI # 3856,49619,Oshane Thomas,0,1,0,0,0, Bangladesh,Dambulla
1-Apr-17,ODI # 3858,49619,Oshane Thomas,2,1,200,0,0, Bangladesh,Colombo (SSC)
3-Jun-17,ODI # 3877,49619,Oshane Thomas,0,3,0,0,0, South Africa,The Oval
12-Jun-17,ODI # 3888,49619,Oshane Thomas,26,34,76.47,3,0, Pakistan,Cardiff
13-Oct-17,ODI # 3922,49619,Oshane Thomas,7,9,77.77,1,0, Pakistan,Dubai (DSC)
16-Oct-17,ODI # 3924,49619,Oshane Thomas,1,2,50,0,0, Pakistan,Abu Dhabi
20-Oct-17,ODI # 3927,49619,Oshane Thomas,23,30,76.66,3,0, Pakistan,Sharjah
13-Dec-17,ODI # 3941,49619,Oshane Thomas,11,22,50,0,0, India,Mohali
17-Dec-17,ODI # 3942,49619,Oshane Thomas,1,2,50,0,0, India,Visakhapatnam
17-Jan-18,ODI # 3955,49619,Oshane Thomas,5,9,55.55,0,0, Zimbabwe,Dhaka
19-Jan-18,ODI # 3959,49619,Oshane Thomas,1,6,16.66,0,0, Bangladesh,Dhaka
27-Jan-18,ODI # 3967,49619,Oshane Thomas,2,4,50,0,0, Bangladesh,Dhaka
29-Jul-18,ODI # 4025,49619,Oshane Thomas,5,16,31.25,1,0, South Africa,Dambulla
1-Aug-18,ODI # 4027,49619,Oshane Thomas,7,8,87.5,1,0, South Africa,Dambulla
5-Aug-18,ODI # 4029,49619,Oshane Thomas,12,15,80,1,0, South Africa,Pallekele
15-Sep-18,ODI # 4036,49619,Oshane Thomas,20,25,80,1,1, Bangladesh,Dubai (DSC)
1-Nov-18,ODI # 4064,914567,Oshane Thomas,0,2,0,0,0, India,Thiruvananthapuram
9-Dec-18,ODI # 4071,914567,Oshane Thomas,0,2,0,0,0, Bangladesh,Dhaka
27-Feb-19,ODI # 4099,914567,Oshane Thomas,0,1,0,0,0, England,St George's
11-Mar-11,ODI # 3126,276298,Andre Russell,3,7,42.85,0,0, Ireland,Mohali
17-Mar-11,ODI # 3135,276298,Andre Russell,49,46,106.52,2,3, England,Chennai
20-Mar-11,ODI # 3141,276298,Andre Russell,0,5,0,0,0, India,Chennai
28-Apr-11,ODI # 3154,276298,Andre Russell,3,9,33.33,0,0, Pakistan,Bridgetown
11-Jun-11,ODI # 3161,276298,Andre Russell,92,64,143.75,8,5, India,North Sound
13-Jun-11,ODI # 3162,276298,Andre Russell,25,14,178.57,3,1, India,North Sound
13-Oct-11,ODI # 3198,276298,Andre Russell,7,3,233.33,1,0, Bangladesh,Dhaka
18-Oct-11,ODI # 3202,276298,Andre Russell,2,5,40,0,0, Bangladesh,Chattogram
29-Nov-11,ODI # 3217,276298,Andre Russell,22,20,110,2,1, India,Cuttack
2-Dec-11,ODI # 3219,276298,Andre Russell,11,13,84.61,2,0, India,Visakhapatnam
5-Dec-11,ODI # 3221,276298,Andre Russell,40,18,222.22,4,2, India,Ahmedabad
8-Dec-11,ODI # 3223,276298,Andre Russell,29,24,120.83,1,3, India,Indore
11-Dec-11,ODI # 3224,276298,Andre Russell,53,42,126.19,5,3, India,Chennai
16-Mar-12,ODI # 3262,276298,Andre Russell,1,4,25,0,0, Australia,Kingstown
20-Mar-12,ODI # 3266,276298,Andre Russell,37,42,88.09,3,1, Australia,Kingstown
23-Mar-12,ODI # 3268,276298,Andre Russell,34,32,106.25,4,0, Australia,Gros Islet
25-Mar-12,ODI # 3269,276298,Andre Russell,41,33,124.24,6,0, Australia,Gros Islet
16-Jun-12,ODI # 3276,276298,Andre Russell,7,13,53.84,1,0, England,Southampton
11-Jul-12,ODI # 3288,276298,Andre Russell,42,24,175,3,4, New Zealand,Basseterre
14-Jul-12,ODI # 3289,276298,Andre Russell,29,16,181.25,2,2, New Zealand,Basseterre
16-Jul-12,ODI # 3290,276298,Andre Russell,59,40,147.5,6,3, New Zealand,Basseterre
30-Nov-12,ODI # 3309,276298,Andre Russell,0,3,0,0,0, Bangladesh,Khulna
2-Dec-12,ODI # 3310,276298,Andre Russell,9,15,60,1,0, Bangladesh,Khulna
8-Dec-12,ODI # 3313,276298,Andre Russell,0,4,0,0,0, Bangladesh,Dhaka
6-Feb-13,ODI # 3332,276298,Andre Russell,43,31,138.7,6,1, Australia,Canberra
8-Feb-13,ODI # 3333,276298,Andre Russell,18,17,105.88,1,1, Australia,Sydney
22-Feb-13,ODI # 3337,276298,Andre Russell,4,9,44.44,0,0, Zimbabwe,St George's
8-Jan-14,ODI # 3453,276298,Andre Russell,6,3,200,1,0, New Zealand,Hamilton
8-Oct-14,ODI # 3531,276298,Andre Russell,1,2,50,0,0, India,Kochi
11-Oct-14,ODI # 3533,276298,Andre Russell,4,6,66.66,0,0, India,Delhi
17-Oct-14,ODI # 3535,276298,Andre Russell,46,23,200,6,3, India,Dharamsala
16-Jan-15,ODI # 3579,276298,Andre Russell,19,8,237.5,1,2, South Africa,Durban
18-Jan-15,ODI # 3583,276298,Andre Russell,0,1,0,0,0, South Africa,Johannesburg
21-Jan-15,ODI # 3587,276298,Andre Russell,16,25,64,2,0, South Africa,East London
25-Jan-15,ODI # 3591,276298,Andre Russell,64,40,160,5,5, South Africa,Port Elizabeth
28-Jan-15,ODI # 3593,276298,Andre Russell,24,12,200,4,1, South Africa,Centurion
16-Feb-15,ODI # 3603,276298,Andre Russell,27,13,207.69,3,1, Ireland,Nelson
21-Feb-15,ODI # 3608,276298,Andre Russell,42,13,323.07,3,4, Pakistan,Christchurch
27-Feb-15,ODI # 3616,276298,Andre Russell,0,3,0,0,0, South Africa,Sydney
6-Mar-15,ODI # 3625,276298,Andre Russell,8,8,100,0,1, India,Perth
15-Mar-15,ODI # 3638,276298,Andre Russell,7,8,87.5,0,1, U.A.E.,Napier
21-Mar-15,ODI # 3643,276298,Andre Russell,20,11,181.81,1,2, New Zealand,Wellington
1-Nov-15,ODI # 3701,276298,Andre Russell,41,24,170.83,3,3, Sri Lanka,Colombo (RPS)
22-Jul-18,ODI # 4022,276298,Andre Russell,13,12,108.33,1,1, Bangladesh,Providence
26-Jul-09,ODI # 2862,230553,Kemar Roach,0,3,0,0,0, Bangladesh,Roseau
31-Jul-09,ODI # 2865,230553,Kemar Roach,10,11,90.9,1,0, Bangladesh,Basseterre
26-Sep-09,ODI # 2897,230553,Kemar Roach,3,8,37.5,0,0, Australia,Johannesburg
30-Sep-09,ODI # 2904,230553,Kemar Roach,4,10,40,0,0, India,Johannesburg
4-Mar-10,ODI # 2967,230553,Kemar Roach,1,1,100,0,0, Zimbabwe,Providence
10-Mar-10,ODI # 2972,230553,Kemar Roach,2,1,200,0,0, Zimbabwe,Kingstown
3-Feb-11,ODI # 3096,230553,Kemar Roach,9,8,112.5,0,0, Sri Lanka,Colombo (SSC)
24-Feb-11,ODI # 3106,230553,Kemar Roach,2,6,33.33,0,0, South Africa,Delhi
11-Mar-11,ODI # 3126,230553,Kemar Roach,1,2,50,0,0, Ireland,Mohali
17-Mar-11,ODI # 3135,230553,Kemar Roach,0,2,0,0,0, England,Chennai
23-Mar-11,ODI # 3142,230553,Kemar Roach,16,43,37.2,2,0, Pakistan,Dhaka
25-Apr-11,ODI # 3153,230553,Kemar Roach,24,40,60,2,1, Pakistan,Gros Islet
28-Apr-11,ODI # 3154,230553,Kemar Roach,0,6,0,0,0, Pakistan,Bridgetown
11-Jun-11,ODI # 3161,230553,Kemar Roach,7,10,70,0,0, India,North Sound
13-Jun-11,ODI # 3162,230553,Kemar Roach,4,6,66.66,0,0, India,North Sound
18-Oct-11,ODI # 3202,230553,Kemar Roach,0,18,0,0,0, Bangladesh,Chattogram
29-Nov-11,ODI # 3217,230553,Kemar Roach,12,15,80,1,0, India,Cuttack
2-Dec-11,ODI # 3219,230553,Kemar Roach,24,36,66.66,3,0, India,Visakhapatnam
8-Dec-11,ODI # 3223,230553,Kemar Roach,7,19,36.84,1,0, India,Indore
11-Dec-11,ODI # 3224,230553,Kemar Roach,0,15,0,0,0, India,Chennai
16-Mar-12,ODI # 3262,230553,Kemar Roach,1,7,14.28,0,0, Australia,Kingstown
20-Mar-12,ODI # 3266,230553,Kemar Roach,9,10,90,1,0, Australia,Kingstown
25-Mar-12,ODI # 3269,230553,Kemar Roach,2,7,28.57,0,0, Australia,Gros Islet
30-Nov-12,ODI # 3309,230553,Kemar Roach,3,9,33.33,0,0, Bangladesh,Khulna
7-Dec-12,ODI # 3312,230553,Kemar Roach,3,7,42.85,0,0, Bangladesh,Dhaka
8-Dec-12,ODI # 3313,230553,Kemar Roach,0,2,0,0,0, Bangladesh,Dhaka
1-Feb-13,ODI # 3330,230553,Kemar Roach,1,2,50,0,0, Australia,Perth
6-Feb-13,ODI # 3332,230553,Kemar Roach,1,1,100,0,0, Australia,Canberra
10-Feb-13,ODI # 3334,230553,Kemar Roach,2,4,50,0,0, Australia,Melbourne
7-Jun-13,ODI # 3364,230553,Kemar Roach,5,6,83.33,1,0, Pakistan,The Oval
11-Jun-13,ODI # 3368,230553,Kemar Roach,0,8,0,0,0, India,The Oval
30-Jun-13,ODI # 3380,230553,Kemar Roach,14,32,43.75,0,0, India,Kingston
5-Jul-13,ODI # 3383,230553,Kemar Roach,34,33,103.03,3,2, India,Port of Spain
7-Jul-13,ODI # 3385,230553,Kemar Roach,8,11,72.72,1,0, Sri Lanka,Port of Spain
14-Jul-13,ODI # 3389,230553,Kemar Roach,1,9,11.11,0,0, Pakistan,Providence
16-Jul-13,ODI # 3390,230553,Kemar Roach,0,1,0,0,0, Pakistan,Providence
19-Jul-13,ODI # 3391,230553,Kemar Roach,6,5,120,1,0, Pakistan,Gros Islet
6-Mar-15,ODI # 3625,230553,Kemar Roach,0,1,0,0,0, India,Perth
25-Mar-18,ODI # 4007,230553,Kemar Roach,0,1,0,0,0, Afghanistan,Harare
21-Oct-18,ODI # 4056,230553,Kemar Roach,26,22,118.18,2,1, India,Guwahati
27-Oct-18,ODI # 4062,230553,Kemar Roach,15,19,78.94,1,1, India,Pune
29-Oct-18,ODI # 4063,230553,Kemar Roach,6,27,22.22,0,0, India,Mumbai (BS)
1-Nov-18,ODI # 4064,230553,Kemar Roach,5,15,33.33,1,0, India,Thiruvananthapuram
9-Dec-18,ODI # 4071,230553,Kemar Roach,5,8,62.5,0,0, Bangladesh,Dhaka
14-Dec-18,ODI # 4073,230553,Kemar Roach,3,8,37.5,0,0, Bangladesh,Sylhet
7-May-19,ODI # 4129,230553,Kemar Roach,1,2,50,0,0, Bangladesh,Dublin
13-May-19,ODI # 4134,230553,Kemar Roach,3,4,75,0,0, Bangladesh,Dublin (Malahide)
20-Feb-19,ODI # 4096,604302,Nicholas Pooran,0,4,0,0,0, England,Bridgetown
16-Nov-16,ODI # 3805,315594,Ashley Nurse,5,6,83.33,0,0, Sri Lanka,Harare
23-Nov-16,ODI # 3808,315594,Ashley Nurse,2,3,66.66,0,0, Sri Lanka,Bulawayo
3-Mar-17,ODI # 3845,315594,Ashley Nurse,21,15,140,0,2, England,North Sound
5-Mar-17,ODI # 3848,315594,Ashley Nurse,13,10,130,2,0, England,North Sound
9-Mar-17,ODI # 3849,315594,Ashley Nurse,6,9,66.66,1,0, England,Bridgetown
7-Apr-17,ODI # 3861,315594,Ashley Nurse,34,15,226.66,5,1, Pakistan,Providence
9-Apr-17,ODI # 3862,315594,Ashley Nurse,44,43,102.32,6,1, Pakistan,Providence
11-Apr-17,ODI # 3863,315594,Ashley Nurse,10,13,76.92,0,0, Pakistan,Providence
9-Jun-17,ODI # 3884,315594,Ashley Nurse,12,15,80,1,0, Afghanistan,Gros Islet
25-Jun-17,ODI # 3896,315594,Ashley Nurse,19,25,76,1,0, India,Port of Spain
30-Jun-17,ODI # 3898,315594,Ashley Nurse,6,6,100,1,0, India,North Sound
2-Jul-17,ODI # 3900,315594,Ashley Nurse,4,12,33.33,0,0, India,North Sound
6-Jul-17,ODI # 3902,315594,Ashley Nurse,0,4,0,0,0, India,Kingston
19-Sep-17,ODI # 3911,315594,Ashley Nurse,1,8,12.5,0,0, England,Manchester
24-Sep-17,ODI # 3915,315594,Ashley Nurse,1,5,20,0,0, England,Bristol
29-Sep-17,ODI # 3918,315594,Ashley Nurse,31,12,258.33,3,2, England,Southampton
20-Dec-17,ODI # 3943,315594,Ashley Nurse,2,8,25,0,0, New Zealand,Whangarei
23-Dec-17,ODI # 3944,315594,Ashley Nurse,27,33,81.81,3,0, New Zealand,Christchurch
26-Dec-17,ODI # 3945,315594,Ashley Nurse,1,7,14.28,0,0, New Zealand,Christchurch
28-Jun-11,ODI # 3165,49619,Oshane Thomas,0,0,,0,0, England,The Oval
13-Mar-12,ODI # 3259,49619,Oshane Thomas,0,0,,0,0, India,Dhaka
7-Feb-10,ODI # 2950,230553,Kemar Roach,0,0,,0,0, Australia,Melbourne
9-Feb-10,ODI # 2952,230553,Kemar Roach,0,0,,0,0, Australia,Adelaide
3-Feb-13,ODI # 3331,230553,Kemar Roach,0,0,,0,0, Australia,Perth
21-Jul-13,ODI # 3393,230553,Kemar Roach,0,0,,0,0, Pakistan,Gros Islet
10-Mar-18,ODI # 3993,230553,Kemar Roach,0,0,,0,0, Ireland,Harare
21-Mar-18,ODI # 4004,230553,Kemar Roach,0,0,,0,0, Scotland,Harare
24-Oct-18,ODI # 4059,230553,Kemar Roach,0,0,,0,0, India,Visakhapatnam
19-Nov-16,ODI # 3806,315594,Ashley Nurse,0,0,,0,0, Zimbabwe,Bulawayo
6-Mar-18,ODI # 3987,315594,Ashley Nurse,0,0,,0,0, U.A.E.,Harare
10-Mar-18,ODI # 3993,315594,Ashley Nurse,10,14,71.42,1,0, Ireland,Harare
15-Mar-18,ODI # 3997,315594,Ashley Nurse,10,15,66.66,0,0, Afghanistan,Harare
19-Mar-18,ODI # 4002,315594,Ashley Nurse,8,8,100,1,0, Zimbabwe,Harare
21-Mar-18,ODI # 4004,315594,Ashley Nurse,5,8,62.5,0,0, Scotland,Harare
25-Mar-18,ODI # 4007,315594,Ashley Nurse,26,29,89.65,3,0, Afghanistan,Harare
22-Jul-18,ODI # 4022,315594,Ashley Nurse,7,11,63.63,0,0, Bangladesh,Providence
25-Jul-18,ODI # 4023,315594,Ashley Nurse,3,8,37.5,0,0, Bangladesh,Providence
28-Jul-18,ODI # 4024,315594,Ashley Nurse,5,7,71.42,0,0, Bangladesh,Basseterre
21-Oct-18,ODI # 4056,315594,Ashley Nurse,2,2,100,0,0, India,Guwahati
24-Oct-18,ODI # 4059,315594,Ashley Nurse,5,7,71.42,0,0, India,Visakhapatnam
27-Oct-18,ODI # 4062,315594,Ashley Nurse,40,22,181.81,4,2, India,Pune
29-Oct-18,ODI # 4063,315594,Ashley Nurse,8,13,61.53,1,0, India,Mumbai (BS)
20-Feb-19,ODI # 4096,315594,Ashley Nurse,25,8,312.5,1,3, England,Bridgetown
22-Feb-19,ODI # 4097,315594,Ashley Nurse,13,16,81.25,0,0, England,Bridgetown
27-Feb-19,ODI # 4099,315594,Ashley Nurse,43,41,104.87,5,0, England,St George's
7-May-19,ODI # 4129,315594,Ashley Nurse,19,17,111.76,0,1, Bangladesh,Dublin
13-May-19,ODI # 4134,315594,Ashley Nurse,14,12,116.66,1,0, Bangladesh,Dublin (Malahide)
5-Oct-16,ODI # 3789,431901,Evin Lewis,22,30,73.33,4,0, Pakistan,Abu Dhabi
16-Nov-16,ODI # 3805,431901,Evin Lewis,27,50,54,1,0, Sri Lanka,Harare
19-Nov-16,ODI # 3806,431901,Evin Lewis,18,17,105.88,4,0, Zimbabwe,Bulawayo
23-Nov-16,ODI # 3808,431901,Evin Lewis,148,122,121.31,15,4, Sri Lanka,Bulawayo
25-Nov-16,ODI # 3809,431901,Evin Lewis,9,9,100,2,0, Zimbabwe,Bulawayo
3-Mar-17,ODI # 3845,431901,Evin Lewis,21,33,63.63,2,0, England,North Sound
5-Mar-17,ODI # 3848,431901,Evin Lewis,8,9,88.88,2,0, England,North Sound
9-Mar-17,ODI # 3849,431901,Evin Lewis,0,3,0,0,0, England,Bridgetown
7-Apr-17,ODI # 3861,431901,Evin Lewis,47,63,74.6,3,2, Pakistan,Providence
9-Apr-17,ODI # 3862,431901,Evin Lewis,13,14,92.85,2,0, Pakistan,Providence
11-Apr-17,ODI # 3863,431901,Evin Lewis,16,22,72.72,1,0, Pakistan,Providence
9-Jun-17,ODI # 3884,431901,Evin Lewis,21,47,44.68,0,0, Afghanistan,Gros Islet
11-Jun-17,ODI # 3887,431901,Evin Lewis,33,36,91.66,5,0, Afghanistan,Gros Islet
25-Jun-17,ODI # 3896,431901,Evin Lewis,21,37,56.75,2,0, India,Port of Spain
30-Jun-17,ODI # 3898,431901,Evin Lewis,2,5,40,0,0, India,North Sound
2-Jul-17,ODI # 3900,431901,Evin Lewis,35,60,58.33,2,2, India,North Sound
6-Jul-17,ODI # 3902,431901,Evin Lewis,9,20,45,0,0, India,Kingston
19-Sep-17,ODI # 3911,431901,Evin Lewis,11,14,78.57,1,0, England,Manchester
24-Sep-17,ODI # 3915,431901,Evin Lewis,13,8,162.5,0,2, England,Bristol
27-Sep-17,ODI # 3916,431901,Evin Lewis,176,130,135.38,17,7, England,The Oval
20-Dec-17,ODI # 3943,431901,Evin Lewis,76,100,76,7,1, New Zealand,Whangarei
23-Dec-17,ODI # 3944,431901,Evin Lewis,10,17,58.82,2,0, New Zealand,Christchurch
6-Mar-18,ODI # 3987,431901,Evin Lewis,31,49,63.26,3,0, U.A.E.,Harare
8-Mar-18,ODI # 3991,431901,Evin Lewis,8,6,133.33,0,1, P.N.G.,Harare
10-Mar-18,ODI # 3993,431901,Evin Lewis,9,11,81.81,2,0, Ireland,Harare
15-Mar-18,ODI # 3997,431901,Evin Lewis,27,37,72.97,4,0, Afghanistan,Harare
19-Mar-18,ODI # 4002,431901,Evin Lewis,64,75,85.33,7,1, Zimbabwe,Harare
21-Mar-18,ODI # 4004,431901,Evin Lewis,66,87,75.86,7,2, Scotland,Harare
25-Mar-18,ODI # 4007,431901,Evin Lewis,27,36,75,6,0, Afghanistan,Harare
22-Jul-18,ODI # 4022,431901,Evin Lewis,17,29,58.62,2,1, Bangladesh,Providence
25-Jul-18,ODI # 4023,431901,Evin Lewis,12,18,66.66,1,1, Bangladesh,Providence
28-Jul-18,ODI # 4024,431901,Evin Lewis,13,33,39.39,1,0, Bangladesh,Basseterre
16-Nov-16,ODI # 3805,581379,Shai Hope,47,81,58.02,4,1, Sri Lanka,Harare
19-Nov-16,ODI # 3806,581379,Shai Hope,101,120,84.16,4,4, Zimbabwe,Bulawayo
23-Nov-16,ODI # 3808,581379,Shai Hope,25,32,78.12,2,0, Sri Lanka,Bulawayo
25-Nov-16,ODI # 3809,581379,Shai Hope,14,22,63.63,2,0, Zimbabwe,Bulawayo
3-Mar-17,ODI # 3845,581379,Shai Hope,31,38,81.57,2,0, England,North Sound
5-Mar-17,ODI # 3848,581379,Shai Hope,16,27,59.25,1,0, England,North Sound
9-Mar-17,ODI # 3849,581379,Shai Hope,16,42,38.09,1,0, England,Bridgetown
7-Apr-17,ODI # 3861,581379,Shai Hope,24,34,70.58,1,1, Pakistan,Providence
9-Apr-17,ODI # 3862,581379,Shai Hope,15,12,125,3,0, Pakistan,Providence
11-Apr-17,ODI # 3863,581379,Shai Hope,71,112,63.39,1,2, Pakistan,Providence
9-Jun-17,ODI # 3884,581379,Shai Hope,35,63,55.55,1,1, Afghanistan,Gros Islet
11-Jun-17,ODI # 3887,581379,Shai Hope,48,77,62.33,3,0, Afghanistan,Gros Islet
25-Jun-17,ODI # 3896,581379,Shai Hope,81,88,92.04,5,3, India,Port of Spain
30-Jun-17,ODI # 3898,581379,Shai Hope,24,50,48,2,0, India,North Sound
2-Jul-17,ODI # 3900,581379,Shai Hope,25,39,64.1,1,0, India,North Sound
6-Jul-17,ODI # 3902,581379,Shai Hope,51,98,52.04,5,0, India,Kingston
19-Sep-17,ODI # 3911,581379,Shai Hope,35,57,61.4,4,0, England,Manchester
24-Sep-17,ODI # 3915,581379,Shai Hope,20,25,80,4,0, England,Bristol
27-Sep-17,ODI # 3916,581379,Shai Hope,11,11,100,2,0, England,The Oval
29-Sep-17,ODI # 3918,581379,Shai Hope,72,95,75.78,4,1, England,Southampton
20-Dec-17,ODI # 3943,581379,Shai Hope,0,1,0,0,0, New Zealand,Whangarei
23-Dec-17,ODI # 3944,581379,Shai Hope,23,19,121.05,3,0, New Zealand,Christchurch
26-Dec-17,ODI # 3945,581379,Shai Hope,2,4,50,0,0, New Zealand,Christchurch
6-Mar-18,ODI # 3987,581379,Shai Hope,35,27,129.62,1,3, U.A.E.,Harare
8-Mar-18,ODI # 3991,581379,Shai Hope,49,115,42.6,3,0, P.N.G.,Harare
10-Mar-18,ODI # 3993,581379,Shai Hope,7,14,50,1,0, Ireland,Harare
15-Mar-18,ODI # 3997,581379,Shai Hope,43,94,45.74,0,0, Afghanistan,Harare
19-Mar-18,ODI # 4002,581379,Shai Hope,76,97,78.35,5,1, Zimbabwe,Harare
21-Mar-18,ODI # 4004,581379,Shai Hope,0,6,0,0,0, Scotland,Harare
25-Mar-18,ODI # 4007,581379,Shai Hope,23,33,69.69,0,1, Afghanistan,Harare
22-Jul-18,ODI # 4022,581379,Shai Hope,6,11,54.54,0,0, Bangladesh,Providence
25-Jul-18,ODI # 4023,581379,Shai Hope,25,43,58.13,3,0, Bangladesh,Providence
28-Jul-18,ODI # 4024,581379,Shai Hope,64,94,68.08,5,0, Bangladesh,Basseterre
21-Oct-18,ODI # 4056,581379,Shai Hope,32,51,62.74,2,0, India,Guwahati
24-Oct-18,ODI # 4059,581379,Shai Hope,123,134,91.79,10,3, India,Visakhapatnam
27-Oct-18,ODI # 4062,581379,Shai Hope,95,113,84.07,6,3, India,Pune
29-Oct-18,ODI # 4063,581379,Shai Hope,0,2,0,0,0, India,Mumbai (BS)
1-Nov-18,ODI # 4064,581379,Shai Hope,0,5,0,0,0, India,Thiruvananthapuram
9-Dec-18,ODI # 4071,581379,Shai Hope,43,59,72.88,3,0, Bangladesh,Dhaka
11-Dec-18,ODI # 4072,581379,Shai Hope,146,144,101.38,12,3, Bangladesh,Dhaka
14-Dec-18,ODI # 4073,581379,Shai Hope,108,131,82.44,9,1, Bangladesh,Sylhet
20-Feb-19,ODI # 4096,581379,Shai Hope,64,65,98.46,7,1, England,Bridgetown
22-Feb-19,ODI # 4097,581379,Shai Hope,33,45,73.33,1,2, England,Bridgetown
27-Feb-19,ODI # 4099,581379,Shai Hope,5,7,71.42,1,0, England,St George's
2-Mar-19,ODI # 4103,581379,Shai Hope,13,18,72.22,0,1, England,Gros Islet
5-May-19,ODI # 4128,581379,Shai Hope,170,152,111.84,22,2, Ireland,Dublin
7-May-19,ODI # 4129,581379,Shai Hope,109,132,82.57,11,1, Bangladesh,Dublin
11-May-19,ODI # 4132,581379,Shai Hope,30,32,93.75,4,0, Ireland,Dublin (Malahide)
13-May-19,ODI # 4134,581379,Shai Hope,87,108,80.55,6,1, Bangladesh,Dublin (Malahide)
17-May-19,ODI # 4137,581379,Shai Hope,74,64,115.62,6,3, Bangladesh,Dublin (Malahide)
20-Dec-17,ODI # 3943,670025,Shimron Hetmyer,29,42,69.04,4,0, New Zealand,Whangarei
23-Dec-17,ODI # 3944,670025,Shimron Hetmyer,2,4,50,0,0, New Zealand,Christchurch
6-Mar-18,ODI # 3987,670025,Shimron Hetmyer,127,93,136.55,14,4, U.A.E.,Harare
8-Mar-18,ODI # 3991,670025,Shimron Hetmyer,8,12,66.66,1,0, P.N.G.,Harare
10-Mar-18,ODI # 3993,670025,Shimron Hetmyer,36,40,90,3,1, Ireland,Harare
15-Mar-18,ODI # 3997,670025,Shimron Hetmyer,15,22,68.18,1,0, Afghanistan,Harare
19-Mar-18,ODI # 4002,670025,Shimron Hetmyer,13,7,185.71,0,1, Zimbabwe,Harare
21-Mar-18,ODI # 4004,670025,Shimron Hetmyer,4,11,36.36,0,0, Scotland,Harare
25-Mar-18,ODI # 4007,670025,Shimron Hetmyer,38,51,74.5,3,0, Afghanistan,Harare
22-Jul-18,ODI # 4022,670025,Shimron Hetmyer,52,78,66.66,5,0, Bangladesh,Providence
25-Jul-18,ODI # 4023,670025,Shimron Hetmyer,125,93,134.4,3,7, Bangladesh,Providence
28-Jul-18,ODI # 4024,670025,Shimron Hetmyer,30,42,71.42,2,0, Bangladesh,Basseterre
21-Oct-18,ODI # 4056,670025,Shimron Hetmyer,106,78,135.89,6,6, India,Guwahati
24-Oct-18,ODI # 4059,670025,Shimron Hetmyer,94,64,146.87,4,7, India,Visakhapatnam
27-Oct-18,ODI # 4062,670025,Shimron Hetmyer,37,21,176.19,2,3, India,Pune
29-Oct-18,ODI # 4063,670025,Shimron Hetmyer,13,11,118.18,2,0, India,Mumbai (BS)
1-Nov-18,ODI # 4064,670025,Shimron Hetmyer,9,11,81.81,1,0, India,Thiruvananthapuram
9-Dec-18,ODI # 4071,670025,Shimron Hetmyer,6,13,46.15,0,0, Bangladesh,Dhaka
