START_DATE,MATCH_ID,PLAYER_ID,BATSMAN,RUNS,BALLS_FACED,STRIKE_RATE,FOURS,SIXS,OPPOSITION,GROUND
26-Sep-09,ODI # 2898,253802,Virat Kohli,16,24,66.66,1,0, Pakistan,Centurion
30-Sep-09,ODI # 2904,253802,Virat Kohli,79,104,75.96,9,2, West Indies,Johannesburg
25-Oct-09,ODI # 2913,253802,Virat Kohli,30,41,73.17,3,0, Australia,Vadodara
2-Nov-09,ODI # 2919,253802,Virat Kohli,10,16,62.5,1,0, Australia,Mohali
15-Dec-09,ODI # 2932,253802,Virat Kohli,27,19,142.1,4,0, Sri Lanka,Rajkot
18-Dec-09,ODI # 2933,253802,Virat Kohli,54,65,83.07,7,0, Sri Lanka,Nagpur
24-Dec-09,ODI # 2935,253802,Virat Kohli,107,114,93.85,11,1, Sri Lanka,Kolkata
5-Jan-10,ODI # 2938,253802,Virat Kohli,9,12,75,1,0, Sri Lanka,Dhaka
7-Jan-10,ODI # 2939,253802,Virat Kohli,91,102,89.21,7,0, Bangladesh,Dhaka
10-Jan-10,ODI # 2941,253802,Virat Kohli,71,68,104.41,9,0, Sri Lanka,Dhaka
11-Jan-10,ODI # 2942,253802,Virat Kohli,102,95,107.36,11,0, Bangladesh,Dhaka
13-Jan-10,ODI # 2943,253802,Virat Kohli,2,8,25,0,0, Sri Lanka,Dhaka
21-Feb-10,ODI # 2961,253802,Virat Kohli,31,46,67.39,1,0, South Africa,Jaipur
27-Feb-10,ODI # 2963,253802,Virat Kohli,57,71,80.28,4,1, South Africa,Ahmedabad
30-May-10,ODI # 2983,253802,Virat Kohli,82,92,89.13,4,0, Sri Lanka,Bulawayo
3-Jun-10,ODI # 2986,253802,Virat Kohli,18,29,62.06,1,0, Zimbabwe,Harare
5-Jun-10,ODI # 2988,253802,Virat Kohli,68,95,71.57,5,0, Sri Lanka,Harare
16-Jun-10,ODI # 2993,253802,Virat Kohli,11,22,50,0,0, Bangladesh,Dambulla
19-Jun-10,ODI # 2996,253802,Virat Kohli,18,27,66.66,1,0, Pakistan,Dambulla
22-Jun-10,ODI # 2999,253802,Virat Kohli,10,14,71.42,1,0, Sri Lanka,Dambulla
24-Jun-10,ODI # 3001,253802,Virat Kohli,28,34,82.35,4,0, Sri Lanka,Dambulla
16-Aug-10,ODI # 3032,253802,Virat Kohli,0,3,0,0,0, Sri Lanka,Dambulla
25-Aug-10,ODI # 3039,253802,Virat Kohli,8,16,50,1,0, New Zealand,Dambulla
28-Aug-10,ODI # 3040,253802,Virat Kohli,37,57,64.91,5,0, Sri Lanka,Dambulla
20-Oct-10,ODI # 3060,253802,Virat Kohli,118,121,97.52,11,1, Australia,Visakhapatnam
28-Nov-10,ODI # 3070,253802,Virat Kohli,105,104,100.96,10,0, New Zealand,Guwahati
1-Dec-10,ODI # 3072,253802,Virat Kohli,64,73,87.67,8,0, New Zealand,Jaipur
4-Dec-10,ODI # 3074,253802,Virat Kohli,63,70,90,6,2, New Zealand,Vadodara
7-Dec-10,ODI # 3076,253802,Virat Kohli,0,2,0,0,0, New Zealand,Bengaluru
10-Dec-10,ODI # 3077,253802,Virat Kohli,2,8,25,0,0, New Zealand,Chennai
12-Jan-11,ODI # 3079,253802,Virat Kohli,54,70,77.14,2,1, South Africa,Durban
15-Jan-11,ODI # 3080,253802,Virat Kohli,22,34,64.7,1,0, South Africa,Johannesburg
18-Jan-11,ODI # 3082,253802,Virat Kohli,28,41,68.29,5,0, South Africa,Cape Town
21-Jan-11,ODI # 3084,253802,Virat Kohli,87,92,94.56,7,2, South Africa,Port Elizabeth
23-Jan-11,ODI # 3087,253802,Virat Kohli,2,6,33.33,0,0, South Africa,Centurion
19-Feb-11,ODI # 3100,253802,Virat Kohli,100,83,120.48,8,2, Bangladesh,Dhaka
27-Feb-11,ODI # 3110,253802,Virat Kohli,8,5,160,1,0, England,Bengaluru
6-Mar-11,ODI # 3121,253802,Virat Kohli,34,53,64.15,3,0, Ireland,Bengaluru
9-Mar-11,ODI # 3124,253802,Virat Kohli,12,20,60,2,0, Netherlands,Delhi
12-Mar-11,ODI # 3128,253802,Virat Kohli,1,3,33.33,0,0, South Africa,Nagpur
20-Mar-11,ODI # 3141,253802,Virat Kohli,59,76,77.63,5,0, West Indies,Chennai
24-Mar-11,ODI # 3143,253802,Virat Kohli,24,33,72.72,1,0, Australia,Ahmedabad
30-Mar-11,ODI # 3147,253802,Virat Kohli,9,21,42.85,0,0, Pakistan,Mohali
2-Apr-11,ODI # 3148,253802,Virat Kohli,35,49,71.42,4,0, Sri Lanka,Mumbai
6-Jun-11,ODI # 3159,253802,Virat Kohli,2,8,25,0,0, West Indies,Port of Spain
8-Jun-11,ODI # 3160,253802,Virat Kohli,81,103,78.64,6,1, West Indies,Port of Spain
11-Jun-11,ODI # 3161,253802,Virat Kohli,0,1,0,0,0, West Indies,North Sound
13-Jun-11,ODI # 3162,253802,Virat Kohli,22,33,66.66,1,0, West Indies,North Sound
16-Jun-11,ODI # 3163,253802,Virat Kohli,94,104,90.38,10,0, West Indies,Kingston
3-Sep-11,ODI # 3186,253802,Virat Kohli,55,73,75.34,4,0, England,Chester-le-Street
6-Sep-11,ODI # 3187,253802,Virat Kohli,9,9,100,0,0, England,Southampton
9-Sep-11,ODI # 3189,253802,Virat Kohli,7,18,38.88,0,0, England,The Oval
11-Sep-11,ODI # 3191,253802,Virat Kohli,16,36,44.44,1,0, England,Lord's
16-Sep-11,ODI # 3195,253802,Virat Kohli,107,93,115.05,9,1, England,Cardiff
14-Oct-11,ODI # 3199,253802,Virat Kohli,37,63,58.73,0,0, England,Hyderabad (Deccan)
17-Oct-11,ODI # 3201,253802,Virat Kohli,112,98,114.28,16,0, England,Delhi
20-Oct-11,ODI # 3205,253802,Virat Kohli,35,30,116.66,5,0, England,Mohali
23-Oct-11,ODI # 3207,253802,Virat Kohli,86,99,86.86,11,0, England,Mumbai
25-Oct-11,ODI # 3210,253802,Virat Kohli,0,5,0,0,0, England,Kolkata
29-Nov-11,ODI # 3217,253802,Virat Kohli,3,6,50,0,0, West Indies,Cuttack
2-Dec-11,ODI # 3219,253802,Virat Kohli,117,123,95.12,14,0, West Indies,Visakhapatnam
5-Dec-11,ODI # 3221,253802,Virat Kohli,20,30,66.66,3,0, West Indies,Ahmedabad
8-Dec-11,ODI # 3223,253802,Virat Kohli,23,11,209.09,3,0, West Indies,Indore
11-Dec-11,ODI # 3224,253802,Virat Kohli,80,85,94.11,5,0, West Indies,Chennai
5-Feb-12,ODI # 3231,253802,Virat Kohli,31,34,91.17,3,0, Australia,Melbourne
8-Feb-12,ODI # 3233,253802,Virat Kohli,77,94,81.91,8,1, Sri Lanka,Perth
12-Feb-12,ODI # 3237,253802,Virat Kohli,18,28,64.28,1,0, Australia,Adelaide
14-Feb-12,ODI # 3239,253802,Virat Kohli,15,25,60,1,0, Sri Lanka,Adelaide
19-Feb-12,ODI # 3244,253802,Virat Kohli,12,25,48,0,0, Australia,Brisbane
21-Feb-12,ODI # 3246,253802,Virat Kohli,66,83,79.51,2,0, Sri Lanka,Brisbane
26-Feb-12,ODI # 3250,253802,Virat Kohli,21,27,77.77,2,0, Australia,Sydney
28-Feb-12,ODI # 3251,253802,Virat Kohli,133,86,154.65,16,2, Sri Lanka,Hobart
13-Mar-12,ODI # 3259,253802,Virat Kohli,108,120,90,7,0, Sri Lanka,Dhaka
16-Mar-12,ODI # 3261,253802,Virat Kohli,66,82,80.48,5,0, Bangladesh,Dhaka
18-Mar-12,ODI # 3263,253802,Virat Kohli,183,148,123.64,22,1, Pakistan,Dhaka
21-Jul-12,ODI # 3291,253802,Virat Kohli,106,113,93.8,9,0, Sri Lanka,Hambantota
24-Jul-12,ODI # 3292,253802,Virat Kohli,1,5,20,0,0, Sri Lanka,Hambantota
28-Jul-12,ODI # 3293,253802,Virat Kohli,38,65,58.46,2,0, Sri Lanka,Colombo (RPS)
31-Jul-12,ODI # 3294,253802,Virat Kohli,128,119,107.56,12,1, Sri Lanka,Colombo (RPS)
4-Aug-12,ODI # 3295,253802,Virat Kohli,23,35,65.71,2,0, Sri Lanka,Pallekele
30-Dec-12,ODI # 3314,253802,Virat Kohli,0,5,0,0,0, Pakistan,Chennai
3-Jan-13,ODI # 3315,253802,Virat Kohli,6,9,66.66,1,0, Pakistan,Kolkata
6-Jan-13,ODI # 3316,253802,Virat Kohli,7,17,41.17,1,0, Pakistan,Delhi
11-Jan-13,ODI # 3318,253802,Virat Kohli,15,22,68.18,1,0, England,Rajkot
15-Jan-13,ODI # 3320,253802,Virat Kohli,37,54,68.51,1,1, England,Kochi
19-Jan-13,ODI # 3322,253802,Virat Kohli,77,79,97.46,9,2, England,Ranchi
23-Jan-13,ODI # 3327,253802,Virat Kohli,26,33,78.78,3,0, England,Mohali
27-Jan-13,ODI # 3329,253802,Virat Kohli,0,1,0,0,0, England,Dharamsala
6-Jun-13,ODI # 3363,253802,Virat Kohli,31,41,75.6,2,0, South Africa,Cardiff
11-Jun-13,ODI # 3368,253802,Virat Kohli,22,18,122.22,4,0, West Indies,The Oval
15-Jun-13,ODI # 3372,253802,Virat Kohli,22,27,81.48,3,0, Pakistan,Birmingham
20-Jun-13,ODI # 3376,253802,Virat Kohli,58,64,90.62,4,1, Sri Lanka,Cardiff
23-Jun-13,ODI # 3377,253802,Virat Kohli,43,34,126.47,4,1, England,Birmingham
30-Jun-13,ODI # 3380,253802,Virat Kohli,11,21,52.38,0,1, West Indies,Kingston
2-Jul-13,ODI # 3382,253802,Virat Kohli,2,5,40,0,0, Sri Lanka,Kingston
5-Jul-13,ODI # 3383,253802,Virat Kohli,102,83,122.89,13,2, West Indies,Port of Spain
9-Jul-13,ODI # 3387,253802,Virat Kohli,31,52,59.61,4,0, Sri Lanka,Port of Spain
11-Jul-13,ODI # 3388,253802,Virat Kohli,2,5,40,0,0, Sri Lanka,Port of Spain
24-Jul-13,ODI # 3395,253802,Virat Kohli,115,108,106.48,13,1, Zimbabwe,Harare
26-Jul-13,ODI # 3397,253802,Virat Kohli,14,18,77.77,2,0, Zimbabwe,Harare
28-Jul-13,ODI # 3399,253802,Virat Kohli,68,88,77.27,5,1, Zimbabwe,Harare
13-Oct-13,ODI # 3419,253802,Virat Kohli,61,85,71.76,6,0, Australia,Pune
16-Oct-13,ODI # 3420,253802,Virat Kohli,100,52,192.3,8,7, Australia,Jaipur
19-Oct-13,ODI # 3421,253802,Virat Kohli,68,73,93.15,9,0, Australia,Mohali
30-Oct-13,ODI # 3424,253802,Virat Kohli,115,66,174.24,18,1, Australia,Nagpur
2-Nov-13,ODI # 3428,253802,Virat Kohli,0,3,0,0,0, Australia,Bengaluru
21-Nov-13,ODI # 3436,253802,Virat Kohli,86,84,102.38,9,2, West Indies,Kochi
24-Nov-13,ODI # 3437,253802,Virat Kohli,99,100,99,9,0, West Indies,Visakhapatnam
27-Nov-13,ODI # 3439,253802,Virat Kohli,19,18,105.55,3,0, West Indies,Kanpur
5-Dec-13,ODI # 3442,253802,Virat Kohli,31,35,88.57,5,0, South Africa,Johannesburg
8-Dec-13,ODI # 3443,253802,Virat Kohli,0,5,0,0,0, South Africa,Durban
19-Jan-14,ODI # 3456,253802,Virat Kohli,123,111,110.81,11,2, New Zealand,Napier
22-Jan-14,ODI # 3458,253802,Virat Kohli,78,65,120,7,2, New Zealand,Hamilton
25-Jan-14,ODI # 3462,253802,Virat Kohli,6,20,30,1,0, New Zealand,Auckland
28-Jan-14,ODI # 3465,253802,Virat Kohli,2,10,20,0,0, New Zealand,Hamilton
31-Jan-14,ODI # 3467,253802,Virat Kohli,82,78,105.12,7,3, New Zealand,Wellington
26-Feb-14,ODI # 3474,253802,Virat Kohli,136,122,111.47,16,2, Bangladesh,Fatullah
28-Feb-14,ODI # 3476,253802,Virat Kohli,48,51,94.11,4,1, Sri Lanka,Fatullah
2-Mar-14,ODI # 3479,253802,Virat Kohli,5,11,45.45,0,0, Pakistan,Dhaka
27-Aug-14,ODI # 3517,253802,Virat Kohli,0,3,0,0,0, England,Cardiff
30-Aug-14,ODI # 3520,253802,Virat Kohli,40,50,80,2,1, England,Nottingham
2-Sep-14,ODI # 3523,253802,Virat Kohli,1,3,33.33,0,0, England,Birmingham
5-Sep-14,ODI # 3525,253802,Virat Kohli,13,21,61.9,2,0, England,Leeds
8-Oct-14,ODI # 3531,253802,Virat Kohli,2,5,40,0,0, West Indies,Kochi
11-Oct-14,ODI # 3533,253802,Virat Kohli,62,78,79.48,5,0, West Indies,Delhi
17-Oct-14,ODI # 3535,253802,Virat Kohli,127,114,111.4,13,3, West Indies,Dharamsala
2-Nov-14,ODI # 3539,253802,Virat Kohli,22,21,104.76,2,0, Sri Lanka,Cuttack
6-Nov-14,ODI # 3540,253802,Virat Kohli,49,44,111.36,2,2, Sri Lanka,Ahmedabad
9-Nov-14,ODI # 3543,253802,Virat Kohli,53,61,86.88,4,1, Sri Lanka,Hyderabad (Deccan)
13-Nov-14,ODI # 3544,253802,Virat Kohli,66,64,103.12,6,0, Sri Lanka,Kolkata
16-Nov-14,ODI # 3547,253802,Virat Kohli,139,126,110.31,12,3, Sri Lanka,Ranchi
18-Jan-15,ODI # 3582,253802,Virat Kohli,9,16,56.25,0,0, Australia,Melbourne
20-Jan-15,ODI # 3586,253802,Virat Kohli,4,8,50,0,0, England,Brisbane
26-Jan-15,ODI # 3592,253802,Virat Kohli,3,9,33.33,0,0, Australia,Sydney
30-Jan-15,ODI # 3595,253802,Virat Kohli,8,19,42.1,0,0, England,Perth
15-Feb-15,ODI # 3602,253802,Virat Kohli,107,126,84.92,8,0, Pakistan,Adelaide
22-Feb-15,ODI # 3610,253802,Virat Kohli,46,60,76.66,3,0, South Africa,Melbourne
28-Feb-15,ODI # 3618,253802,Virat Kohli,33,41,80.48,5,0, U.A.E.,Perth
6-Mar-15,ODI # 3625,253802,Virat Kohli,33,36,91.66,5,0, West Indies,Perth
10-Mar-15,ODI # 3631,253802,Virat Kohli,44,42,104.76,4,1, Ireland,Hamilton
14-Mar-15,ODI # 3636,253802,Virat Kohli,38,48,79.16,4,0, Zimbabwe,Auckland
19-Mar-15,ODI # 3641,253802,Virat Kohli,3,8,37.5,0,0, Bangladesh,Melbourne
26-Mar-15,ODI # 3645,253802,Virat Kohli,1,13,7.69,0,0, Australia,Sydney
18-Jun-15,ODI # 3658,253802,Virat Kohli,1,4,25,0,0, Bangladesh,Dhaka
21-Jun-15,ODI # 3660,253802,Virat Kohli,23,27,85.18,3,1, Bangladesh,Dhaka
24-Jun-15,ODI # 3661,253802,Virat Kohli,25,35,71.42,1,0, Bangladesh,Dhaka
11-Oct-15,ODI # 3689,253802,Virat Kohli,11,18,61.11,0,0, South Africa,Kanpur
14-Oct-15,ODI # 3692,253802,Virat Kohli,12,18,66.66,0,0, South Africa,Indore
18-Oct-15,ODI # 3695,253802,Virat Kohli,77,99,77.77,5,0, South Africa,Rajkot
22-Oct-15,ODI # 3698,253802,Virat Kohli,138,140,98.57,6,5, South Africa,Chennai
25-Oct-15,ODI # 3700,253802,Virat Kohli,7,6,116.66,0,1, South Africa,Mumbai
12-Jan-16,ODI # 3723,253802,Virat Kohli,91,97,93.81,9,1, Australia,Perth
15-Jan-16,ODI # 3724,253802,Virat Kohli,59,67,88.05,4,0, Australia,Brisbane
17-Jan-16,ODI # 3725,253802,Virat Kohli,117,117,100,7,2, Australia,Melbourne
20-Jan-16,ODI # 3726,253802,Virat Kohli,106,92,115.21,11,1, Australia,Canberra
23-Jan-16,ODI # 3727,253802,Virat Kohli,8,11,72.72,1,0, Australia,Sydney
16-Oct-16,ODI # 3796,253802,Virat Kohli,85,81,104.93,9,1, New Zealand,Dharamsala
20-Oct-16,ODI # 3797,253802,Virat Kohli,9,13,69.23,1,0, New Zealand,Delhi
23-Oct-16,ODI # 3798,253802,Virat Kohli,154,134,114.92,16,1, New Zealand,Mohali
26-Oct-16,ODI # 3799,253802,Virat Kohli,45,51,88.23,2,1, New Zealand,Ranchi
29-Oct-16,ODI # 3800,253802,Virat Kohli,65,76,85.52,2,1, New Zealand,Visakhapatnam
15-Jan-17,ODI # 3819,253802,Virat Kohli,122,105,116.19,8,5, England,Pune
19-Jan-17,ODI # 3821,253802,Virat Kohli,8,5,160,2,0, England,Cuttack
22-Jan-17,ODI # 3824,253802,Virat Kohli,55,63,87.3,8,0, England,Kolkata
4-Jun-17,ODI # 3878,253802,Virat Kohli,81,68,119.11,6,3, Pakistan,Birmingham
8-Jun-17,ODI # 3882,253802,Virat Kohli,0,5,0,0,0, Sri Lanka,The Oval
11-Jun-17,ODI # 3886,253802,Virat Kohli,76,101,75.24,7,1, South Africa,The Oval
15-Jun-17,ODI # 3891,253802,Virat Kohli,96,78,123.07,13,0, Bangladesh,Birmingham
18-Jun-17,ODI # 3894,253802,Virat Kohli,5,9,55.55,0,0, Pakistan,The Oval
23-Jun-17,ODI # 3895,253802,Virat Kohli,32,47,68.08,1,0, West Indies,Port of Spain
25-Jun-17,ODI # 3896,253802,Virat Kohli,87,66,131.81,4,4, West Indies,Port of Spain
30-Jun-17,ODI # 3898,253802,Virat Kohli,11,22,50,2,0, West Indies,North Sound
2-Jul-17,ODI # 3900,253802,Virat Kohli,3,12,25,0,0, West Indies,North Sound
6-Jul-17,ODI # 3902,253802,Virat Kohli,111,115,96.52,12,2, West Indies,Kingston
20-Aug-17,ODI # 3905,253802,Virat Kohli,82,70,117.14,10,1, Sri Lanka,Dambulla
24-Aug-17,ODI # 3906,253802,Virat Kohli,4,2,200,1,0, Sri Lanka,Pallekele
27-Aug-17,ODI # 3907,253802,Virat Kohli,3,11,27.27,0,0, Sri Lanka,Pallekele
31-Aug-17,ODI # 3908,253802,Virat Kohli,131,96,136.45,17,2, Sri Lanka,Colombo (RPS)
3-Sep-17,ODI # 3909,253802,Virat Kohli,110,116,94.82,9,0, Sri Lanka,Colombo (RPS)
17-Sep-17,ODI # 3910,253802,Virat Kohli,0,4,0,0,0, Australia,Chennai
21-Sep-17,ODI # 3912,253802,Virat Kohli,92,107,85.98,8,0, Australia,Kolkata
24-Sep-17,ODI # 3914,253802,Virat Kohli,28,35,80,2,0, Australia,Indore
28-Sep-17,ODI # 3917,253802,Virat Kohli,21,21,100,3,0, Australia,Bengaluru
1-Oct-17,ODI # 3919,253802,Virat Kohli,39,55,70.9,2,0, Australia,Nagpur
22-Oct-17,ODI # 3928,253802,Virat Kohli,121,125,96.8,9,2, New Zealand,Mumbai
25-Oct-17,ODI # 3931,253802,Virat Kohli,29,29,100,3,1, New Zealand,Pune
29-Oct-17,ODI # 3932,253802,Virat Kohli,113,106,106.6,9,1, New Zealand,Kanpur
1-Feb-18,ODI # 3969,253802,Virat Kohli,112,119,94.11,10,0, South Africa,Durban
4-Feb-18,ODI # 3970,253802,Virat Kohli,46,50,92,4,1, South Africa,Centurion
7-Feb-18,ODI # 3971,253802,Virat Kohli,160,159,100.62,12,2, South Africa,Cape Town
10-Feb-18,ODI # 3973,253802,Virat Kohli,75,83,90.36,7,1, South Africa,Johannesburg
13-Feb-18,ODI # 3976,253802,Virat Kohli,36,54,66.66,2,0, South Africa,Port Elizabeth
16-Feb-18,ODI # 3978,253802,Virat Kohli,129,96,134.37,19,2, South Africa,Centurion
12-Jul-18,ODI # 4014,253802,Virat Kohli,75,82,91.46,7,0, England,Nottingham
14-Jul-18,ODI # 4016,253802,Virat Kohli,45,56,80.35,2,0, England,Lord's
17-Jul-18,ODI # 4018,253802,Virat Kohli,71,72,98.61,8,0, England,Leeds
21-Oct-18,ODI # 4056,253802,Virat Kohli,140,107,130.84,21,2, West Indies,Guwahati
24-Oct-18,ODI # 4059,253802,Virat Kohli,157,129,121.7,13,4, West Indies,Visakhapatnam
27-Oct-18,ODI # 4062,253802,Virat Kohli,107,119,89.91,10,1, West Indies,Pune
29-Oct-18,ODI # 4063,253802,Virat Kohli,16,17,94.11,2,0, West Indies,Mumbai (BS)
1-Nov-18,ODI # 4064,253802,Virat Kohli,33,29,113.79,6,0, West Indies,Thiruvananthapuram
12-Jan-19,ODI # 4077,253802,Virat Kohli,3,8,37.5,0,0, Australia,Sydney
15-Jan-19,ODI # 4078,253802,Virat Kohli,104,112,92.85,5,2, Australia,Adelaide
18-Jan-19,ODI # 4079,253802,Virat Kohli,46,62,74.19,3,0, Australia,Melbourne
23-Jan-19,ODI # 4082,253802,Virat Kohli,45,59,76.27,3,0, New Zealand,Napier
26-Jan-19,ODI # 4085,253802,Virat Kohli,43,45,95.55,5,0, New Zealand,Mount Maunganui
28-Jan-19,ODI # 4088,253802,Virat Kohli,60,74,81.08,6,1, New Zealand,Mount Maunganui
2-Mar-19,ODI # 4102,253802,Virat Kohli,44,45,97.77,6,1, Australia,Hyderabad (Deccan)
5-Mar-19,ODI # 4106,253802,Virat Kohli,116,120,96.66,10,0, Australia,Nagpur
8-Mar-19,ODI # 4109,253802,Virat Kohli,123,95,129.47,16,1, Australia,Ranchi
10-Mar-19,ODI # 4111,253802,Virat Kohli,7,6,116.66,1,0, Australia,Mohali
13-Mar-19,ODI # 4113,253802,Virat Kohli,20,22,90.9,2,0, Australia,Delhi
14-Jun-15,ODI # 3656,351588,Mark Wood,3,4,75,0,0, New Zealand,Southampton
3-Sep-15,ODI # 3680,351588,Mark Wood,10,10,100,1,0, Australia,Southampton
13-Sep-15,ODI # 3684,351588,Mark Wood,13,13,100,2,0, Australia,Manchester
4-Sep-16,ODI # 3777,351588,Mark Wood,8,5,160,1,0, Pakistan,Cardiff
6-Jun-17,ODI # 3880,351588,Mark Wood,0,1,0,0,0, New Zealand,Cardiff
14-Jun-17,ODI # 3889,351588,Mark Wood,3,5,60,0,0, Pakistan,Cardiff
26-Jan-18,ODI # 3966,351588,Mark Wood,2,2,100,0,0, Australia,Adelaide
3-Mar-18,ODI # 3982,351588,Mark Wood,1,2,50,0,0, New Zealand,Wellington
7-Mar-18,ODI # 3989,351588,Mark Wood,3,4,75,0,0, New Zealand,Dunedin
10-Jun-18,ODI # 4008,351588,Mark Wood,1,2,50,0,0, Scotland,Edinburgh
22-Feb-19,ODI # 4097,351588,Mark Wood,1,3,33.33,0,0, West Indies,Bridgetown
23-Jan-11,ODI # 3086,247235,Chris Woakes,12,15,80,0,0, Australia,Sydney
30-Jan-11,ODI # 3091,247235,Chris Woakes,8,25,32,0,0, Australia,Brisbane
25-Aug-11,ODI # 3185,247235,Chris Woakes,19,13,146.15,2,0, Ireland,Dublin
5-Sep-12,ODI # 3304,247235,Chris Woakes,33,44,75,3,0, South Africa,Nottingham
15-Jan-13,ODI # 3320,247235,Chris Woakes,0,3,0,0,0, India,Kochi
17-Feb-13,ODI # 3335,247235,Chris Woakes,17,16,106.25,3,0, New Zealand,Hamilton
23-Feb-13,ODI # 3338,247235,Chris Woakes,3,8,37.5,0,0, New Zealand,Auckland
31-May-13,ODI # 3360,247235,Chris Woakes,36,53,67.92,2,0, New Zealand,Lord's
2-Jun-13,ODI # 3361,247235,Chris Woakes,13,15,86.66,0,0, New Zealand,Southampton
27-Aug-14,ODI # 3517,247235,Chris Woakes,20,23,86.95,0,1, India,Cardiff
30-Aug-14,ODI # 3520,247235,Chris Woakes,15,27,55.55,0,0, India,Nottingham
2-Sep-14,ODI # 3523,247235,Chris Woakes,10,18,55.55,0,0, India,Birmingham
5-Sep-14,ODI # 3525,247235,Chris Woakes,9,9,100,2,0, India,Leeds
26-Nov-14,ODI # 3554,247235,Chris Woakes,7,11,63.63,1,0, Sri Lanka,Colombo (RPS)
29-Nov-14,ODI # 3557,247235,Chris Woakes,15,20,75,2,0, Sri Lanka,Colombo (RPS)
7-Dec-14,ODI # 3563,247235,Chris Woakes,6,9,66.66,0,0, Sri Lanka,Colombo (RPS)
13-Dec-14,ODI # 3567,247235,Chris Woakes,41,49,83.67,4,0, Sri Lanka,Pallekele
16-Dec-14,ODI # 3569,247235,Chris Woakes,34,37,91.89,2,0, Sri Lanka,Colombo (RPS)
16-Jan-15,ODI # 3578,247235,Chris Woakes,8,13,61.53,0,0, Australia,Sydney
23-Jan-15,ODI # 3589,247235,Chris Woakes,0,1,0,0,0, Australia,Hobart
30-Jan-15,ODI # 3595,247235,Chris Woakes,4,9,44.44,0,0, India,Perth
1-Feb-15,ODI # 3597,247235,Chris Woakes,0,1,0,0,0, Australia,Perth
14-Feb-15,ODI # 3600,247235,Chris Woakes,37,42,88.09,2,0, Australia,Melbourne
20-Feb-15,ODI # 3607,247235,Chris Woakes,1,2,50,0,0, New Zealand,Wellington
23-Feb-15,ODI # 3611,247235,Chris Woakes,1,2,50,0,0, Scotland,Christchurch
1-Mar-15,ODI # 3619,247235,Chris Woakes,9,8,112.5,1,0, Sri Lanka,Wellington
9-Mar-15,ODI # 3630,247235,Chris Woakes,42,40,105,3,0, Bangladesh,Adelaide
3-Sep-15,ODI # 3680,247235,Chris Woakes,0,1,0,0,0, Australia,Southampton
5-Sep-15,ODI # 3681,247235,Chris Woakes,6,12,50,1,0, Australia,Lord's
8-Sep-15,ODI # 3682,247235,Chris Woakes,14,11,127.27,0,1, Australia,Manchester
11-Nov-15,ODI # 3707,247235,Chris Woakes,33,49,67.34,1,0, Pakistan,Abu Dhabi
12-Feb-16,ODI # 3737,247235,Chris Woakes,33,38,86.84,3,0, South Africa,Johannesburg
14-Feb-16,ODI # 3738,247235,Chris Woakes,0,5,0,0,0, South Africa,Cape Town
21-Jun-16,ODI # 3751,247235,Chris Woakes,95,92,103.26,4,0, Sri Lanka,Nottingham
2-Jul-16,ODI # 3758,247235,Chris Woakes,17,9,188.88,1,1, Sri Lanka,Cardiff
27-Aug-16,ODI # 3771,247235,Chris Woakes,7,9,77.77,1,0, Pakistan,Lord's
4-Sep-16,ODI # 3777,247235,Chris Woakes,10,8,125,1,0, Pakistan,Cardiff
7-Oct-16,ODI # 3791,247235,Chris Woakes,16,15,106.66,2,0, Bangladesh,Dhaka
9-Oct-16,ODI # 3793,247235,Chris Woakes,7,9,77.77,1,0, Bangladesh,Dhaka
12-Oct-16,ODI # 3794,247235,Chris Woakes,27,18,150,3,1, Bangladesh,Chattogram
15-Jan-17,ODI # 3819,247235,Chris Woakes,9,6,150,1,0, India,Pune
19-Jan-17,ODI # 3821,247235,Chris Woakes,5,4,125,1,0, India,Cuttack
22-Jan-17,ODI # 3824,247235,Chris Woakes,34,19,178.94,4,1, India,Kolkata
5-Mar-17,ODI # 3848,247235,Chris Woakes,68,83,81.92,5,2, West Indies,North Sound
9-Mar-17,ODI # 3849,247235,Chris Woakes,13,14,92.85,1,0, West Indies,Bridgetown
24-May-17,ODI # 3872,247235,Chris Woakes,6,6,100,0,0, South Africa,Leeds
24-Sep-17,ODI # 3915,247235,Chris Woakes,34,34,100,1,1, West Indies,Bristol
19-Jan-18,ODI # 3958,247235,Chris Woakes,39,27,144.44,5,1, Australia,Brisbane
21-Jan-18,ODI # 3960,247235,Chris Woakes,53,36,147.22,5,2, Australia,Sydney
26-Jan-18,ODI # 3966,247235,Chris Woakes,78,82,95.12,4,5, Australia,Adelaide
25-Feb-18,ODI # 3980,247235,Chris Woakes,11,15,73.33,1,0, New Zealand,Hamilton
3-Mar-18,ODI # 3982,247235,Chris Woakes,16,15,106.66,2,0, New Zealand,Wellington
7-Mar-18,ODI # 3989,247235,Chris Woakes,3,5,60,0,0, New Zealand,Dunedin
13-Oct-18,ODI # 4053,247235,Chris Woakes,5,10,50,0,0, Sri Lanka,Dambulla
2-Mar-19,ODI # 4103,247235,Chris Woakes,0,4,0,0,0, West Indies,Gros Islet
14-Jun-15,ODI # 3656,308251,David Willey,8,9,88.88,1,0, New Zealand,Southampton
20-Jun-15,ODI # 3659,308251,David Willey,7,9,77.77,1,0, New Zealand,Chester-le-Street
