START_DATE,MATCH_ID,PLAYER_ID,BOWLER,OVERS,MAIDEN_BALLS,RUNS_GIVEN,WICKETS_TAKEN,ECONOMY,AVERAGE_BALL_SPEED,STRIKE_RATE,OPPOSITION,GROUND
24-Dec-09,ODI # 2935,49619,Suranga Lakmal,10,0,55,2,5.5,27.5,30, India,Kolkata
4-Jan-10,ODI # 2937,49619,Suranga Lakmal,9,1,63,2,7,31.5,27, Bangladesh,Dhaka
28-Jun-11,ODI # 3165,49619,Suranga Lakmal,7,0,52,2,7.42,26,21, England,The Oval
1-Jul-11,ODI # 3167,49619,Suranga Lakmal,7.5,0,43,3,5.48,14.33,15.6, England,Leeds
3-Jul-11,ODI # 3168,49619,Suranga Lakmal,10,0,62,2,6.2,31,30, England,Lord's
11-Nov-11,ODI # 3212,49619,Suranga Lakmal,4,0,16,2,4,8,12, Pakistan,Dubai (DSC)
13-Mar-12,ODI # 3259,49619,Suranga Lakmal,10,1,67,1,6.7,67,60, India,Dhaka
15-Mar-12,ODI # 3260,49619,Suranga Lakmal,8,1,37,2,4.62,18.5,24, Pakistan,Dhaka
20-Mar-12,ODI # 3265,49619,Suranga Lakmal,7.1,0,44,1,6.13,44,43, Bangladesh,Dhaka
11-Jul-13,ODI # 3388,49619,Suranga Lakmal,10,1,33,1,3.3,33,60, India,Port of Spain
31-Jul-13,ODI # 3401,49619,Suranga Lakmal,5.5,0,22,3,3.77,7.33,11.6, South Africa,Colombo (RPS)
18-Dec-13,ODI # 3445,49619,Suranga Lakmal,10,0,73,2,7.3,36.5,30, Pakistan,Sharjah
25-Dec-13,ODI # 3448,49619,Suranga Lakmal,9,0,49,1,5.44,49,54, Pakistan,Abu Dhabi
27-Dec-13,ODI # 3450,49619,Suranga Lakmal,7.3,0,42,3,5.6,14,15, Pakistan,Abu Dhabi
22-Feb-14,ODI # 3471,49619,Suranga Lakmal,10,3,24,2,2.4,12,30, Bangladesh,Dhaka
25-Feb-14,ODI # 3473,49619,Suranga Lakmal,9,1,65,2,7.22,32.5,27, Pakistan,Fatullah
3-Mar-14,ODI # 3481,49619,Suranga Lakmal,7,2,30,2,4.28,15,21, Afghanistan,Dhaka
6-Mar-14,ODI # 3485,49619,Suranga Lakmal,10,0,32,2,3.2,16,30, Bangladesh,Dhaka
6-May-14,ODI # 3490,49619,Suranga Lakmal,8,1,29,3,3.62,9.66,16, Ireland,Dublin
13-Dec-14,ODI # 3567,49619,Suranga Lakmal,8,0,30,4,3.75,7.5,12, England,Pallekele
16-Dec-14,ODI # 3569,49619,Suranga Lakmal,8,1,25,2,3.12,12.5,24, England,Colombo (RPS)
14-Feb-15,ODI # 3599,49619,Suranga Lakmal,10,0,62,2,6.2,31,30, New Zealand,Christchurch
22-Feb-15,ODI # 3609,49619,Suranga Lakmal,10,1,36,2,3.6,18,30, Afghanistan,Dunedin
26-Feb-15,ODI # 3615,49619,Suranga Lakmal,8,0,49,2,6.12,24.5,24, Bangladesh,Melbourne
1-Mar-15,ODI # 3619,49619,Suranga Lakmal,7.4,0,71,1,9.26,71,46, England,Wellington
11-Jul-15,ODI # 3664,49619,Suranga Lakmal,5,1,21,1,4.2,21,30, Pakistan,Dambulla
22-Jul-15,ODI # 3671,49619,Suranga Lakmal,8,0,50,1,6.25,50,48, Pakistan,Colombo (RPS)
1-Nov-15,ODI # 3701,49619,Suranga Lakmal,5,0,15,3,3,5,10, West Indies,Colombo (RPS)
4-Nov-15,ODI # 3702,49619,Suranga Lakmal,7,0,51,1,7.28,51,42, West Indies,Colombo (RPS)
7-Nov-15,ODI # 3704,49619,Suranga Lakmal,7,0,40,2,5.71,20,21, West Indies,Pallekele
18-Jun-16,ODI # 3749,49619,Suranga Lakmal,10,1,38,4,3.8,9.5,15, Ireland,Dublin (Malahide)
21-Jun-16,ODI # 3751,49619,Suranga Lakmal,10,0,65,2,6.5,32.5,30, England,Nottingham
26-Jun-16,ODI # 3755,49619,Suranga Lakmal,2,0,8,1,4,8,12, England,Bristol
29-Jun-16,ODI # 3757,49619,Suranga Lakmal,7,0,48,1,6.85,48,42, England,The Oval
2-Jul-16,ODI # 3758,49619,Suranga Lakmal,10,0,65,1,6.5,65,60, England,Cardiff
14-Nov-16,ODI # 3804,49619,Suranga Lakmal,7,0,19,2,2.71,9.5,21, Zimbabwe,Harare
16-Nov-16,ODI # 3805,49619,Suranga Lakmal,9.2,1,45,2,4.82,22.5,28, West Indies,Harare
23-Nov-16,ODI # 3808,49619,Suranga Lakmal,10,0,67,2,6.7,33.5,30, West Indies,Bulawayo
27-Nov-16,ODI # 3810,49619,Suranga Lakmal,6,0,23,1,3.83,23,36, Zimbabwe,Bulawayo
1-Feb-17,ODI # 3830,49619,Suranga Lakmal,7,0,54,2,7.71,27,21, South Africa,Durban
10-Feb-17,ODI # 3834,49619,Suranga Lakmal,10,0,71,3,7.1,23.66,20, South Africa,Centurion
25-Mar-17,ODI # 3855,49619,Suranga Lakmal,8,0,45,2,5.62,22.5,24, Bangladesh,Dambulla
1-Apr-17,ODI # 3858,49619,Suranga Lakmal,8,0,38,2,4.75,19,24, Bangladesh,Colombo (SSC)
3-Jun-17,ODI # 3877,49619,Suranga Lakmal,10,0,51,1,5.1,51,60, South Africa,The Oval
8-Jun-17,ODI # 3882,49619,Suranga Lakmal,10,1,72,1,7.2,72,60, India,The Oval
12-Jun-17,ODI # 3888,49619,Suranga Lakmal,10,0,48,1,4.8,48,60, Pakistan,Cardiff
13-Oct-17,ODI # 3922,49619,Suranga Lakmal,10,0,47,2,4.7,23.5,30, Pakistan,Dubai (DSC)
16-Oct-17,ODI # 3924,49619,Suranga Lakmal,10,0,42,1,4.2,42,60, Pakistan,Abu Dhabi
10-Dec-17,ODI # 3939,49619,Suranga Lakmal,10,4,13,4,1.3,3.25,15, India,Dharamsala
17-Jan-18,ODI # 3955,49619,Suranga Lakmal,10,0,70,1,7,70,60, Zimbabwe,Dhaka
25-Jan-18,ODI # 3965,49619,Suranga Lakmal,7,1,21,3,3,7,14, Bangladesh,Dhaka
29-Jul-18,ODI # 4025,49619,Suranga Lakmal,6,0,37,1,6.16,37,36, South Africa,Dambulla
1-Aug-18,ODI # 4027,49619,Suranga Lakmal,7,0,39,1,5.57,39,42, South Africa,Dambulla
8-Aug-18,ODI # 4030,49619,Suranga Lakmal,5,0,46,3,9.2,15.33,10, South Africa,Pallekele
12-Aug-18,ODI # 4031,49619,Suranga Lakmal,4,0,22,1,5.5,22,24, South Africa,Colombo (RPS)
15-Sep-18,ODI # 4036,49619,Suranga Lakmal,10,0,46,1,4.6,46,60, Bangladesh,Dubai (DSC)
21-Oct-18,ODI # 4056,914567,Oshane Thomas,9,0,83,1,9.22,83,54, India,Guwahati
1-Nov-18,ODI # 4064,914567,Oshane Thomas,4,0,33,1,8.25,33,24, India,Thiruvananthapuram
9-Dec-18,ODI # 4071,914567,Oshane Thomas,5,0,34,1,6.8,34,30, Bangladesh,Dhaka
11-Dec-18,ODI # 4072,914567,Oshane Thomas,10,0,54,3,5.4,18,20, Bangladesh,Dhaka
20-Feb-19,ODI # 4096,914567,Oshane Thomas,9,0,72,1,8,72,54, England,Bridgetown
22-Feb-19,ODI # 4097,914567,Oshane Thomas,5,0,32,1,6.4,32,30, England,Bridgetown
27-Feb-19,ODI # 4099,914567,Oshane Thomas,10,0,84,2,8.4,42,30, England,St George's
2-Mar-19,ODI # 4103,914567,Oshane Thomas,5.1,0,21,5,4.06,4.2,6.2, England,Gros Islet
11-Mar-11,ODI # 3126,276298,Andre Russell,10,2,37,1,3.7,37,60, Ireland,Mohali
17-Mar-11,ODI # 3135,276298,Andre Russell,8,0,49,4,6.12,12.25,12, England,Chennai
20-Mar-11,ODI # 3141,276298,Andre Russell,9.1,1,46,2,5.01,23,27.5, India,Chennai
11-Jun-11,ODI # 3161,276298,Andre Russell,9,0,59,1,6.55,59,54, India,North Sound
13-Jun-11,ODI # 3162,276298,Andre Russell,7,0,16,3,2.28,5.33,14, India,North Sound
16-Jun-11,ODI # 3163,276298,Andre Russell,8.3,0,35,4,4.11,8.75,12.7, India,Kingston
13-Oct-11,ODI # 3198,276298,Andre Russell,9,0,44,2,4.88,22,27, Bangladesh,Dhaka
15-Oct-11,ODI # 3200,276298,Andre Russell,9,1,50,1,5.55,50,54, Bangladesh,Dhaka
29-Nov-11,ODI # 3217,276298,Andre Russell,9,1,29,2,3.22,14.5,27, India,Cuttack
8-Dec-11,ODI # 3223,276298,Andre Russell,7,0,63,1,9,63,42, India,Indore
23-Mar-12,ODI # 3268,276298,Andre Russell,7,0,34,2,4.85,17,21, Australia,Gros Islet
25-Mar-12,ODI # 3269,276298,Andre Russell,9,0,61,4,6.77,15.25,13.5, Australia,Gros Islet
5-Jul-12,ODI # 3283,276298,Andre Russell,10,0,45,4,4.5,11.25,15, New Zealand,Kingston
7-Jul-12,ODI # 3285,276298,Andre Russell,9,0,51,1,5.66,51,54, New Zealand,Kingston
11-Jul-12,ODI # 3288,276298,Andre Russell,9,0,57,4,6.33,14.25,13.5, New Zealand,Basseterre
14-Jul-12,ODI # 3289,276298,Andre Russell,6,0,49,1,8.16,49,36, New Zealand,Basseterre
30-Nov-12,ODI # 3309,276298,Andre Russell,7,0,28,1,4,28,42, Bangladesh,Khulna
2-Dec-12,ODI # 3310,276298,Andre Russell,9,0,58,1,6.44,58,54, Bangladesh,Khulna
8-Feb-13,ODI # 3333,276298,Andre Russell,6,0,40,1,6.66,40,36, Australia,Sydney
22-Feb-13,ODI # 3337,276298,Andre Russell,7,0,24,2,3.42,12,21, Zimbabwe,St George's
8-Jan-14,ODI # 3453,276298,Andre Russell,4,0,31,2,7.75,15.5,12, New Zealand,Hamilton
8-Oct-14,ODI # 3531,276298,Andre Russell,4,0,21,1,5.25,21,24, India,Kochi
17-Oct-14,ODI # 3535,276298,Andre Russell,7,0,48,1,6.85,48,42, India,Dharamsala
16-Jan-15,ODI # 3579,276298,Andre Russell,10,0,51,2,5.1,25.5,30, South Africa,Durban
18-Jan-15,ODI # 3583,276298,Andre Russell,10,0,78,1,7.8,78,60, South Africa,Johannesburg
25-Jan-15,ODI # 3591,276298,Andre Russell,10,1,60,1,6,60,60, South Africa,Port Elizabeth
28-Jan-15,ODI # 3593,276298,Andre Russell,8,0,85,3,10.62,28.33,16, South Africa,Centurion
21-Feb-15,ODI # 3608,276298,Andre Russell,8,2,33,3,4.12,11,16, Pakistan,Christchurch
27-Feb-15,ODI # 3616,276298,Andre Russell,9,0,74,2,8.22,37,27, South Africa,Sydney
6-Mar-15,ODI # 3625,276298,Andre Russell,8,0,43,2,5.37,21.5,24, India,Perth
15-Mar-15,ODI # 3638,276298,Andre Russell,8,3,20,2,2.5,10,24, U.A.E.,Napier
21-Mar-15,ODI # 3643,276298,Andre Russell,10,0,96,2,9.6,48,30, New Zealand,Wellington
22-Jul-18,ODI # 4022,276298,Andre Russell,9,0,62,1,6.88,62,54, Bangladesh,Providence
20-Aug-08,ODI # 2746,230553,Kemar Roach,10,1,29,2,2.9,14.5,30, Bermuda,King City (NW)
22-Aug-08,ODI # 2749,230553,Kemar Roach,8,0,49,1,6.12,49,48, Canada,King City (NW)
26-Jul-09,ODI # 2862,230553,Kemar Roach,10,0,44,5,4.4,8.8,12, Bangladesh,Roseau
28-Jul-09,ODI # 2863,230553,Kemar Roach,7.5,0,55,1,7.02,55,47, Bangladesh,Roseau
31-Jul-09,ODI # 2865,230553,Kemar Roach,9.5,1,63,4,6.4,15.75,14.7, Bangladesh,Basseterre
26-Sep-09,ODI # 2897,230553,Kemar Roach,10,0,73,2,7.3,36.5,30, Australia,Johannesburg
30-Sep-09,ODI # 2904,230553,Kemar Roach,6,1,27,1,4.5,27,36, India,Johannesburg
7-Feb-10,ODI # 2950,230553,Kemar Roach,10,1,41,1,4.1,41,60, Australia,Melbourne
9-Feb-10,ODI # 2952,230553,Kemar Roach,6,0,44,1,7.33,44,36, Australia,Adelaide
4-Mar-10,ODI # 2967,230553,Kemar Roach,9,0,34,1,3.77,34,54, Zimbabwe,Providence
6-Mar-10,ODI # 2970,230553,Kemar Roach,9.5,0,37,3,3.76,12.33,19.6, Zimbabwe,Providence
10-Mar-10,ODI # 2972,230553,Kemar Roach,9,1,28,3,3.11,9.33,18, Zimbabwe,Kingstown
12-Mar-10,ODI # 2974,230553,Kemar Roach,7.2,0,30,1,4.09,30,44, Zimbabwe,Kingstown
24-Feb-11,ODI # 3106,230553,Kemar Roach,8,0,42,1,5.25,42,48, South Africa,Delhi
28-Feb-11,ODI # 3112,230553,Kemar Roach,8.3,0,27,6,3.17,4.5,8.5, Netherlands,Delhi
4-Mar-11,ODI # 3118,230553,Kemar Roach,6,0,19,3,3.16,6.33,12, Bangladesh,Dhaka
11-Mar-11,ODI # 3126,230553,Kemar Roach,8,0,34,1,4.25,34,48, Ireland,Mohali
17-Mar-11,ODI # 3135,230553,Kemar Roach,9.4,2,34,2,3.51,17,29, England,Chennai
2-May-11,ODI # 3155,230553,Kemar Roach,10,0,67,2,6.7,33.5,30, Pakistan,Bridgetown
16-Jun-11,ODI # 3163,230553,Kemar Roach,10,0,52,2,5.2,26,30, India,Kingston
15-Oct-11,ODI # 3200,230553,Kemar Roach,10,1,49,3,4.9,16.33,20, Bangladesh,Dhaka
18-Oct-11,ODI # 3202,230553,Kemar Roach,5,0,16,1,3.2,16,30, Bangladesh,Chattogram
29-Nov-11,ODI # 3217,230553,Kemar Roach,10,0,46,3,4.6,15.33,20, India,Cuttack
2-Dec-11,ODI # 3219,230553,Kemar Roach,10,0,40,2,4,20,30, India,Visakhapatnam
5-Dec-11,ODI # 3221,230553,Kemar Roach,10,0,54,1,5.4,54,60, India,Ahmedabad
8-Dec-11,ODI # 3223,230553,Kemar Roach,10,0,88,1,8.8,88,60, India,Indore
11-Dec-11,ODI # 3224,230553,Kemar Roach,8,0,46,2,5.75,23,24, India,Chennai
16-Mar-12,ODI # 3262,230553,Kemar Roach,10,1,33,2,3.3,16.5,30, Australia,Kingstown
18-Mar-12,ODI # 3264,230553,Kemar Roach,8,3,23,2,2.87,11.5,24, Australia,Kingstown
20-Mar-12,ODI # 3266,230553,Kemar Roach,10,0,42,2,4.2,21,30, Australia,Kingstown
23-Mar-12,ODI # 3268,230553,Kemar Roach,9.3,0,74,2,7.78,37,28.5, Australia,Gros Islet
25-Mar-12,ODI # 3269,230553,Kemar Roach,9,0,53,3,5.88,17.66,18, Australia,Gros Islet
7-Dec-12,ODI # 3312,230553,Kemar Roach,8,0,29,2,3.62,14.5,24, Bangladesh,Dhaka
8-Dec-12,ODI # 3313,230553,Kemar Roach,9,0,56,5,6.22,11.2,10.8, Bangladesh,Dhaka
3-Feb-13,ODI # 3331,230553,Kemar Roach,10,0,51,1,5.1,51,60, Australia,Perth
6-Feb-13,ODI # 3332,230553,Kemar Roach,9,1,72,1,8,72,54, Australia,Canberra
10-Feb-13,ODI # 3334,230553,Kemar Roach,10,0,52,1,5.2,52,60, Australia,Melbourne
22-Feb-13,ODI # 3337,230553,Kemar Roach,8,1,15,1,1.87,15,48, Zimbabwe,St George's
24-Feb-13,ODI # 3339,230553,Kemar Roach,10,1,63,1,6.3,63,60, Zimbabwe,St George's
7-Jun-13,ODI # 3364,230553,Kemar Roach,10,4,28,3,2.8,9.33,20, Pakistan,The Oval
30-Jun-13,ODI # 3380,230553,Kemar Roach,10,2,41,2,4.1,20.5,30, India,Kingston
5-Jul-13,ODI # 3383,230553,Kemar Roach,10,2,69,1,6.9,69,60, India,Port of Spain
7-Jul-13,ODI # 3385,230553,Kemar Roach,8,2,27,4,3.37,6.75,12, Sri Lanka,Port of Spain
14-Jul-13,ODI # 3389,230553,Kemar Roach,10,0,38,2,3.8,19,30, Pakistan,Providence
16-Jul-13,ODI # 3390,230553,Kemar Roach,6,4,14,1,2.33,14,36, Pakistan,Providence
19-Jul-13,ODI # 3391,230553,Kemar Roach,10,1,35,1,3.5,35,60, Pakistan,Gros Islet
21-Jul-13,ODI # 3393,230553,Kemar Roach,6,1,33,1,5.5,33,36, Pakistan,Gros Islet
22-Aug-14,ODI # 3511,230553,Kemar Roach,6,2,19,3,3.16,6.33,12, Bangladesh,St George's
25-Aug-14,ODI # 3514,230553,Kemar Roach,9,0,48,1,5.33,48,54, Bangladesh,Basseterre
6-Mar-15,ODI # 3625,230553,Kemar Roach,8,1,44,1,5.5,44,48, India,Perth
6-Mar-18,ODI # 3987,230553,Kemar Roach,10,0,60,1,6,60,60, U.A.E.,Harare
10-Mar-18,ODI # 3993,230553,Kemar Roach,10,3,27,4,2.7,6.75,15, Ireland,Harare
19-Mar-18,ODI # 4002,230553,Kemar Roach,10,0,55,3,5.5,18.33,20, Zimbabwe,Harare
21-Mar-18,ODI # 4004,230553,Kemar Roach,7,2,20,2,2.85,10,21, Scotland,Harare
24-Oct-18,ODI # 4059,230553,Kemar Roach,10,0,67,1,6.7,67,60, India,Visakhapatnam
27-Oct-18,ODI # 4062,230553,Kemar Roach,10,0,48,1,4.8,48,60, India,Pune
29-Oct-18,ODI # 4063,230553,Kemar Roach,10,0,74,2,7.4,37,30, India,Mumbai (BS)
11-Dec-18,ODI # 4072,230553,Kemar Roach,10,0,39,1,3.9,39,60, Bangladesh,Dhaka
5-May-19,ODI # 4128,230553,Kemar Roach,7,0,28,2,4,14,21, Ireland,Dublin
13-May-19,ODI # 4134,230553,Kemar Roach,6,0,46,1,7.66,46,36, Bangladesh,Dublin (Malahide)
16-Nov-16,ODI # 3805,315594,Ashley Nurse,10,1,46,3,4.6,15.33,20, Sri Lanka,Harare
19-Nov-16,ODI # 3806,315594,Ashley Nurse,10,0,55,1,5.5,55,60, Zimbabwe,Bulawayo
23-Nov-16,ODI # 3808,315594,Ashley Nurse,8,0,58,1,7.25,58,48, Sri Lanka,Bulawayo
25-Nov-16,ODI # 3809,315594,Ashley Nurse,10,0,27,3,2.7,9,20, Zimbabwe,Bulawayo
3-Mar-17,ODI # 3845,315594,Ashley Nurse,10,0,57,2,5.7,28.5,30, England,North Sound
5-Mar-17,ODI # 3848,315594,Ashley Nurse,10,0,34,3,3.4,11.33,20, England,North Sound
9-Mar-17,ODI # 3849,315594,Ashley Nurse,8,0,57,1,7.12,57,48, England,Bridgetown
7-Apr-17,ODI # 3861,315594,Ashley Nurse,10,0,62,4,6.2,15.5,15, Pakistan,Providence
9-Apr-17,ODI # 3862,315594,Ashley Nurse,10,0,42,1,4.2,42,60, Pakistan,Providence
11-Apr-17,ODI # 3863,315594,Ashley Nurse,10,0,49,1,4.9,49,60, Pakistan,Providence
9-Jun-17,ODI # 3884,315594,Ashley Nurse,10,1,34,2,3.4,17,30, Afghanistan,Gros Islet
11-Jun-17,ODI # 3887,315594,Ashley Nurse,9.3,0,33,2,3.47,16.5,28.5, Afghanistan,Gros Islet
25-Jun-17,ODI # 3896,315594,Ashley Nurse,9,0,38,1,4.22,38,54, India,Port of Spain
2-Jul-17,ODI # 3900,315594,Ashley Nurse,10,0,29,1,2.9,29,60, India,North Sound
24-Sep-17,ODI # 3915,315594,Ashley Nurse,8,0,59,1,7.37,59,48, England,Bristol
20-Dec-17,ODI # 3943,315594,Ashley Nurse,10,0,55,2,5.5,27.5,30, New Zealand,Whangarei
18-Dec-09,ODI # 2933,49619,Suranga Lakmal,8,0,57,0,7.12,,, India,Nagpur
5-Jan-10,ODI # 2938,49619,Suranga Lakmal,8,1,48,0,6,,, India,Dhaka
10-Jan-10,ODI # 2941,49619,Suranga Lakmal,10,0,75,0,7.5,,, India,Dhaka
6-Jul-11,ODI # 3169,49619,Suranga Lakmal,2,0,12,0,6,,, England,Nottingham
10-Aug-11,ODI # 3175,49619,Suranga Lakmal,5,0,39,0,7.8,,, Australia,Pallekele
8-Mar-14,ODI # 3486,49619,Suranga Lakmal,10,2,41,0,4.1,,, Pakistan,Dhaka
22-May-14,ODI # 3492,49619,Suranga Lakmal,6,0,34,0,5.66,,, England,The Oval
23-Jan-15,ODI # 3588,49619,Suranga Lakmal,10,0,93,0,9.3,,, New Zealand,Dunedin
25-Jan-15,ODI # 3590,49619,Suranga Lakmal,7,1,31,0,4.42,,, New Zealand,Dunedin
26-Jul-15,ODI # 3672,49619,Suranga Lakmal,6,0,35,0,5.83,,, Pakistan,Hambantota
26-Dec-15,ODI # 3714,49619,Suranga Lakmal,3,0,24,0,8,,, New Zealand,Christchurch
24-Jun-16,ODI # 3753,49619,Suranga Lakmal,5,0,21,0,4.2,,, England,Birmingham
4-Sep-16,ODI # 3776,49619,Suranga Lakmal,8,1,30,0,3.75,,, Australia,Pallekele
21-Nov-16,ODI # 3807,49619,Suranga Lakmal,4,1,14,0,3.5,,, Zimbabwe,Bulawayo
28-Jan-17,ODI # 3828,49619,Suranga Lakmal,6,1,29,0,4.83,,, South Africa,Port Elizabeth
4-Feb-17,ODI # 3831,49619,Suranga Lakmal,6,1,23,0,3.83,,, South Africa,Johannesburg
20-Oct-17,ODI # 3927,49619,Suranga Lakmal,7,0,25,0,3.57,,, Pakistan,Sharjah
13-Dec-17,ODI # 3941,49619,Suranga Lakmal,8,0,71,0,8.87,,, India,Mohali
17-Dec-17,ODI # 3942,49619,Suranga Lakmal,5,2,20,0,4,,, India,Visakhapatnam
19-Jan-18,ODI # 3959,49619,Suranga Lakmal,9,0,60,0,6.66,,, Bangladesh,Dhaka
21-Jan-18,ODI # 3962,49619,Suranga Lakmal,7,0,23,0,3.28,,, Zimbabwe,Dhaka
27-Jan-18,ODI # 3967,49619,Suranga Lakmal,9,2,29,0,3.22,,, Bangladesh,Dhaka
5-Aug-18,ODI # 4029,49619,Suranga Lakmal,9,1,59,0,6.55,,, South Africa,Pallekele
23-Apr-11,ODI # 3152,276298,Andre Russell,5,1,36,0,7.2,,, Pakistan,Gros Islet
28-Apr-11,ODI # 3154,276298,Andre Russell,4,0,23,0,5.75,,, Pakistan,Bridgetown
2-Dec-11,ODI # 3219,276298,Andre Russell,8.1,0,60,0,7.34,,, India,Visakhapatnam
5-Dec-11,ODI # 3221,276298,Andre Russell,4,0,25,0,6.25,,, India,Ahmedabad
11-Dec-11,ODI # 3224,276298,Andre Russell,6,0,31,0,5.16,,, India,Chennai
16-Mar-12,ODI # 3262,276298,Andre Russell,4,0,21,0,5.25,,, Australia,Kingstown
18-Mar-12,ODI # 3264,276298,Andre Russell,6,0,14,0,2.33,,, Australia,Kingstown
20-Mar-12,ODI # 3266,276298,Andre Russell,5,0,28,0,5.6,,, Australia,Kingstown
16-Jun-12,ODI # 3276,276298,Andre Russell,6,0,43,0,7.16,,, England,Southampton
16-Jul-12,ODI # 3290,276298,Andre Russell,4,1,25,0,6.25,,, New Zealand,Basseterre
8-Dec-12,ODI # 3313,276298,Andre Russell,10,0,51,0,5.1,,, Bangladesh,Dhaka
6-Feb-13,ODI # 3332,276298,Andre Russell,5,0,41,0,8.2,,, Australia,Canberra
24-Feb-13,ODI # 3339,276298,Andre Russell,6,0,29,0,4.83,,, Zimbabwe,St George's
11-Oct-14,ODI # 3533,276298,Andre Russell,3,0,14,0,4.66,,, India,Delhi
21-Jan-15,ODI # 3587,276298,Andre Russell,5,0,15,0,3,,, South Africa,East London
16-Feb-15,ODI # 3603,276298,Andre Russell,6,0,33,0,5.5,,, Ireland,Nelson
24-Feb-15,ODI # 3612,276298,Andre Russell,5,0,44,0,8.8,,, Zimbabwe,Canberra
1-Nov-15,ODI # 3701,276298,Andre Russell,0.5,0,18,0,21.6,,, Sri Lanka,Colombo (RPS)
3-Feb-11,ODI # 3096,230553,Kemar Roach,8,0,29,0,3.62,,, Sri Lanka,Colombo (SSC)
23-Mar-11,ODI # 3142,230553,Kemar Roach,5.5,0,39,0,6.68,,, Pakistan,Dhaka
23-Apr-11,ODI # 3152,230553,Kemar Roach,9.3,0,58,0,6.1,,, Pakistan,Gros Islet
25-Apr-11,ODI # 3153,230553,Kemar Roach,9,1,43,0,4.77,,, Pakistan,Gros Islet
28-Apr-11,ODI # 3154,230553,Kemar Roach,9,0,36,0,4,,, Pakistan,Bridgetown
11-Jun-11,ODI # 3161,230553,Kemar Roach,8.2,0,46,0,5.52,,, India,North Sound
13-Jun-11,ODI # 3162,230553,Kemar Roach,8,1,22,0,2.75,,, India,North Sound
13-Oct-11,ODI # 3198,230553,Kemar Roach,8,0,48,0,6,,, Bangladesh,Dhaka
30-Nov-12,ODI # 3309,230553,Kemar Roach,7,0,48,0,6.85,,, Bangladesh,Khulna
1-Feb-13,ODI # 3330,230553,Kemar Roach,2,0,29,0,14.5,,, Australia,Perth
26-Feb-13,ODI # 3340,230553,Kemar Roach,7,3,15,0,2.14,,, Zimbabwe,St George's
11-Jun-13,ODI # 3368,230553,Kemar Roach,6,0,47,0,7.83,,, India,The Oval
28-Jun-13,ODI # 3378,230553,Kemar Roach,7,1,41,0,5.85,,, Sri Lanka,Kingston
20-Aug-14,ODI # 3509,230553,Kemar Roach,10,0,48,0,4.8,,, Bangladesh,St George's
16-Feb-15,ODI # 3603,230553,Kemar Roach,6,0,52,0,8.66,,, Ireland,Nelson
15-Mar-15,ODI # 3638,230553,Kemar Roach,8,0,54,0,6.75,,, U.A.E.,Napier
25-Mar-18,ODI # 4007,230553,Kemar Roach,5,0,24,0,4.8,,, Afghanistan,Harare
21-Oct-18,ODI # 4056,230553,Kemar Roach,7,0,52,0,7.42,,, India,Guwahati
1-Nov-18,ODI # 4064,230553,Kemar Roach,5,2,13,0,2.6,,, India,Thiruvananthapuram
9-Dec-18,ODI # 4071,230553,Kemar Roach,6,0,35,0,5.83,,, Bangladesh,Dhaka
14-Dec-18,ODI # 4073,230553,Kemar Roach,3,0,16,0,5.33,,, Bangladesh,Sylhet
7-May-19,ODI # 4129,230553,Kemar Roach,7,0,30,0,4.28,,, Bangladesh,Dublin
11-May-19,ODI # 4132,230553,Kemar Roach,10,2,62,0,6.2,,, Ireland,Dublin (Malahide)
17-May-19,ODI # 4137,230553,Kemar Roach,5,0,57,0,11.4,,, Bangladesh,Dublin (Malahide)
23-Jun-17,ODI # 3895,315594,Ashley Nurse,4,1,22,0,5.5,,, India,Port of Spain
30-Jun-17,ODI # 3898,315594,Ashley Nurse,10,0,34,0,3.4,,, India,North Sound
6-Jul-17,ODI # 3902,315594,Ashley Nurse,4,0,34,0,8.5,,, India,Kingston
19-Sep-17,ODI # 3911,315594,Ashley Nurse,8.5,0,48,0,5.43,,, England,Manchester
27-Dec-09,ODI # 2936,49619,Suranga Lakmal,,,,,,,, India,Delhi
28-Mar-17,ODI # 3856,49619,Suranga Lakmal,,,,,,,, Bangladesh,Dambulla
25-Feb-19,ODI # 4098,914567,Oshane Thomas,,,,,,,, England,St George's
18-Oct-11,ODI # 3202,276298,Andre Russell,,,,,,,, Bangladesh,Chattogram
31-Jan-11,ODI # 3092,230553,Kemar Roach,,,,,,,, Sri Lanka,Colombo (SSC)
20-Feb-19,ODI # 4096,604302,Nicholas Pooran,,,,,,,, England,Bridgetown
14-Jun-17,ODI # 3890,315594,Ashley Nurse,,,,,,,, Afghanistan,Gros Islet
21-Sep-17,ODI # 3913,315594,Ashley Nurse,,,,,,,, England,Nottingham
27-Sep-17,ODI # 3916,315594,Ashley Nurse,3,0,39,0,13,,, England,The Oval
29-Sep-17,ODI # 3918,315594,Ashley Nurse,8,0,56,0,7,,, England,Southampton
23-Dec-17,ODI # 3944,315594,Ashley Nurse,10,0,45,0,4.5,,, New Zealand,Christchurch
26-Dec-17,ODI # 3945,315594,Ashley Nurse,2,0,26,0,13,,, New Zealand,Christchurch
6-Mar-18,ODI # 3987,315594,Ashley Nurse,9,0,61,0,6.77,,, U.A.E.,Harare
8-Mar-18,ODI # 3991,315594,Ashley Nurse,6,0,31,1,5.16,31,36, P.N.G.,Harare
