START_DATE,MATCH_ID,PLAYER_ID,BOWLER,OVERS,MAIDEN_BALLS,RUNS_GIVEN,WICKETS_TAKEN,ECONOMY,AVERAGE_BALL_SPEED,STRIKE_RATE,OPPOSITION,GROUND
2-Mar-19,ODI # 4102,477021,Vijay Shankar,3,0,22,0,7.33,,, Australia,Hyderabad (Deccan)
8-Mar-19,ODI # 4109,477021,Vijay Shankar,8,0,44,0,5.5,,, Australia,Ranchi
10-Mar-19,ODI # 4111,477021,Vijay Shankar,5,0,29,0,5.8,,, Australia,Mohali
26-Jun-07,ODI # 2592,34102,Rohit Sharma,1,0,3,0,3,,, South Africa,Belfast
2-Mar-08,ODI # 2688,34102,Rohit Sharma,1,0,5,0,5,,, Australia,Sydney
3-Jul-08,ODI # 2732,34102,Rohit Sharma,1,0,4,0,4,,, Sri Lanka,Karachi
6-Jul-08,ODI # 2735,34102,Rohit Sharma,3,0,11,0,3.66,,, Sri Lanka,Karachi
18-Aug-08,ODI # 2742,34102,Rohit Sharma,2.5,0,11,0,3.88,,, Sri Lanka,Dambulla
24-Aug-08,ODI # 2750,34102,Rohit Sharma,1,0,9,0,9,,, Sri Lanka,Colombo (RPS)
27-Aug-08,ODI # 2755,34102,Rohit Sharma,4,1,13,0,3.25,,, Sri Lanka,Colombo (RPS)
29-Aug-08,ODI # 2756,34102,Rohit Sharma,2,0,7,0,3.5,,, Sri Lanka,Colombo (RPS)
28-Jan-09,ODI # 2806,34102,Rohit Sharma,4,1,22,0,5.5,,, Sri Lanka,Dambulla
8-Feb-09,ODI # 2818,34102,Rohit Sharma,2,0,13,0,6.5,,, Sri Lanka,Colombo (RPS)
3-Jul-09,ODI # 2854,34102,Rohit Sharma,1,0,7,0,7,,, West Indies,Gros Islet
27-Feb-10,ODI # 2963,34102,Rohit Sharma,3,0,28,0,9.33,,, South Africa,Ahmedabad
28-May-10,ODI # 2981,34102,Rohit Sharma,1,0,5,0,5,,, Zimbabwe,Bulawayo
22-Jun-10,ODI # 2999,34102,Rohit Sharma,1,0,9,0,9,,, Sri Lanka,Dambulla
7-Dec-10,ODI # 3076,34102,Rohit Sharma,4,0,19,0,4.75,,, New Zealand,Bengaluru
18-Jan-11,ODI # 3082,34102,Rohit Sharma,1,0,5,0,5,,, South Africa,Cape Town
21-Jan-11,ODI # 3084,34102,Rohit Sharma,2,0,6,0,3,,, South Africa,Port Elizabeth
23-Jan-11,ODI # 3087,34102,Rohit Sharma,2,0,14,0,7,,, South Africa,Centurion
29-Nov-11,ODI # 3217,34102,Rohit Sharma,2,0,8,0,4,,, West Indies,Cuttack
8-Dec-11,ODI # 3223,34102,Rohit Sharma,5,0,39,0,7.8,,, West Indies,Indore
12-Feb-12,ODI # 3237,34102,Rohit Sharma,2,0,15,0,7.5,,, Australia,Adelaide
14-Feb-12,ODI # 3239,34102,Rohit Sharma,2,0,10,0,5,,, Sri Lanka,Adelaide
13-Mar-12,ODI # 3259,34102,Rohit Sharma,3,0,14,0,4.66,,, Sri Lanka,Dhaka
16-Mar-12,ODI # 3261,34102,Rohit Sharma,2,0,13,0,6.5,,, Bangladesh,Dhaka
18-Mar-12,ODI # 3263,34102,Rohit Sharma,3,0,19,0,6.33,,, Pakistan,Dhaka
28-Jul-12,ODI # 3293,34102,Rohit Sharma,1,0,4,0,4,,, Sri Lanka,Colombo (RPS)
31-Jul-12,ODI # 3294,34102,Rohit Sharma,2,0,6,0,3,,, Sri Lanka,Colombo (RPS)
4-Aug-12,ODI # 3295,34102,Rohit Sharma,6,0,23,0,3.83,,, Sri Lanka,Pallekele
21-Nov-13,ODI # 3436,34102,Rohit Sharma,2,0,4,0,2,,, West Indies,Kochi
28-Feb-14,ODI # 3476,34102,Rohit Sharma,5,0,29,0,5.8,,, Sri Lanka,Fatullah
10-Mar-15,ODI # 3631,34102,Rohit Sharma,3,0,21,0,7,,, Ireland,Hamilton
12-Jan-16,ODI # 3723,34102,Rohit Sharma,1,0,11,0,11,,, Australia,Perth
26-Sep-09,ODI # 2898,253802,Virat Kohli,3,0,21,0,7,,, Pakistan,Centurion
13-Jan-10,ODI # 2943,253802,Virat Kohli,1.4,0,12,0,7.2,,, Sri Lanka,Dhaka
27-Feb-10,ODI # 2963,253802,Virat Kohli,2,0,11,0,5.5,,, South Africa,Ahmedabad
24-Jun-10,ODI # 3001,253802,Virat Kohli,3,0,16,0,5.33,,, Sri Lanka,Dambulla
24-Mar-11,ODI # 3143,253802,Virat Kohli,1,0,6,0,6,,, Australia,Ahmedabad
2-Apr-11,ODI # 3148,253802,Virat Kohli,1,0,6,0,6,,, Sri Lanka,Mumbai
6-Jun-11,ODI # 3159,253802,Virat Kohli,3,1,16,0,5.33,,, West Indies,Port of Spain
11-Jun-11,ODI # 3161,253802,Virat Kohli,1,0,7,0,7,,, West Indies,North Sound
16-Jun-11,ODI # 3163,253802,Virat Kohli,3,0,13,0,4.33,,, West Indies,Kingston
6-Sep-11,ODI # 3187,253802,Virat Kohli,3,0,22,0,7.33,,, England,Southampton
14-Oct-11,ODI # 3199,253802,Virat Kohli,3,0,11,0,3.66,,, England,Hyderabad (Deccan)
17-Oct-11,ODI # 3201,253802,Virat Kohli,5,0,18,0,3.6,,, England,Delhi
23-Oct-11,ODI # 3207,253802,Virat Kohli,4,0,14,0,3.5,,, England,Mumbai
11-Dec-11,ODI # 3224,253802,Virat Kohli,1,0,11,0,11,,, West Indies,Chennai
5-Feb-12,ODI # 3231,253802,Virat Kohli,1,0,4,0,4,,, Australia,Melbourne
21-Feb-12,ODI # 3246,253802,Virat Kohli,1,0,14,0,14,,, Sri Lanka,Brisbane
31-Jul-12,ODI # 3294,253802,Virat Kohli,2,0,7,0,3.5,,, Sri Lanka,Colombo (RPS)
4-Aug-12,ODI # 3295,253802,Virat Kohli,1,0,3,0,3,,, Sri Lanka,Pallekele
30-Dec-12,ODI # 3314,253802,Virat Kohli,2.5,0,21,0,7.41,,, Pakistan,Chennai
11-Jan-13,ODI # 3318,253802,Virat Kohli,1,0,9,0,9,,, England,Rajkot
11-Jun-13,ODI # 3368,253802,Virat Kohli,4,0,26,0,6.5,,, West Indies,The Oval
15-Jun-13,ODI # 3372,253802,Virat Kohli,2,0,11,0,5.5,,, Pakistan,Birmingham
2-Jul-13,ODI # 3382,253802,Virat Kohli,2,0,9,0,4.5,,, Sri Lanka,Kingston
11-Jul-13,ODI # 3388,253802,Virat Kohli,3,0,17,0,5.66,,, Sri Lanka,Port of Spain
28-Jul-13,ODI # 3399,253802,Virat Kohli,1,0,7,0,7,,, Zimbabwe,Harare
13-Oct-13,ODI # 3419,253802,Virat Kohli,1,0,12,0,12,,, Australia,Pune
19-Oct-13,ODI # 3421,253802,Virat Kohli,1,0,18,0,18,,, Australia,Mohali
30-Oct-13,ODI # 3424,253802,Virat Kohli,2,0,15,0,7.5,,, Australia,Nagpur
8-Dec-13,ODI # 3443,253802,Virat Kohli,3,0,17,0,5.66,,, South Africa,Durban
11-Dec-13,ODI # 3444,253802,Virat Kohli,3,0,22,0,7.33,,, South Africa,Centurion
19-Jan-14,ODI # 3456,253802,Virat Kohli,3,0,13,0,4.33,,, New Zealand,Napier
22-Jan-14,ODI # 3458,253802,Virat Kohli,2,0,12,0,6,,, New Zealand,Hamilton
26-Feb-14,ODI # 3474,253802,Virat Kohli,1.1,0,6,0,5.14,,, Bangladesh,Fatullah
11-Oct-14,ODI # 3533,253802,Virat Kohli,2,0,20,0,10,,, West Indies,Delhi
17-Oct-14,ODI # 3535,253802,Virat Kohli,1,0,14,0,14,,, West Indies,Dharamsala
2-Nov-14,ODI # 3539,253802,Virat Kohli,0.5,0,6,0,7.2,,, Sri Lanka,Cuttack
26-Mar-15,ODI # 3645,253802,Virat Kohli,1,0,7,0,7,,, Australia,Sydney
18-Jun-15,ODI # 3658,253802,Virat Kohli,2,0,12,0,6,,, Bangladesh,Dhaka
11-Oct-15,ODI # 3689,253802,Virat Kohli,0.2,0,1,0,3,,, South Africa,Kanpur
25-Oct-15,ODI # 3700,253802,Virat Kohli,2,0,14,0,7,,, South Africa,Mumbai
12-Jan-16,ODI # 3723,253802,Virat Kohli,2,0,13,0,6.5,,, Australia,Perth
15-Jan-16,ODI # 3724,253802,Virat Kohli,1,0,7,0,7,,, Australia,Brisbane
8-Jun-17,ODI # 3882,253802,Virat Kohli,3,0,17,0,5.66,,, Sri Lanka,The Oval
31-Aug-17,ODI # 3908,253802,Virat Kohli,2,0,12,0,6,,, Sri Lanka,Colombo (RPS)
20-Jun-15,ODI # 3659,351588,Mark Wood,10,0,60,0,6,,, New Zealand,Chester-le-Street
11-Sep-15,ODI # 3683,351588,Mark Wood,9,0,65,0,7.22,,, Australia,Leeds
27-May-17,ODI # 3873,351588,Mark Wood,10,0,47,0,4.7,,, South Africa,Southampton
1-Jun-17,ODI # 3875,351588,Mark Wood,10,1,58,0,5.8,,, Bangladesh,The Oval
14-Jun-17,ODI # 3889,351588,Mark Wood,8,1,37,0,4.62,,, Pakistan,Cardiff
19-Jan-18,ODI # 3958,351588,Mark Wood,9,0,55,0,6.11,,, Australia,Brisbane
3-Mar-18,ODI # 3982,351588,Mark Wood,6,0,36,0,6,,, New Zealand,Wellington
19-Jun-18,ODI # 4011,351588,Mark Wood,7,0,38,0,5.42,,, Australia,Nottingham
12-Jul-18,ODI # 4014,351588,Mark Wood,6,0,55,0,9.16,,, India,Nottingham
23-Oct-18,ODI # 4058,351588,Mark Wood,8,0,55,0,6.87,,, Sri Lanka,Colombo (RPS)
20-Feb-19,ODI # 4096,351588,Mark Wood,7,0,49,0,7,,, West Indies,Bridgetown
2-Feb-11,ODI # 3094,247235,Chris Woakes,9.2,0,73,0,7.82,,, Australia,Sydney
25-Aug-11,ODI # 3185,247235,Chris Woakes,6,1,20,0,3.33,,, Ireland,Dublin
5-Sep-12,ODI # 3304,247235,Chris Woakes,6,0,35,0,5.83,,, South Africa,Nottingham
31-May-13,ODI # 3360,247235,Chris Woakes,6,0,45,0,7.5,,, New Zealand,Lord's
2-Jun-13,ODI # 3361,247235,Chris Woakes,7,0,49,0,7,,, New Zealand,Southampton
2-Sep-14,ODI # 3523,247235,Chris Woakes,4,0,40,0,10,,, India,Birmingham
5-Sep-14,ODI # 3525,247235,Chris Woakes,10,1,61,0,6.1,,, India,Leeds
29-Nov-14,ODI # 3557,247235,Chris Woakes,5,0,23,0,4.6,,, Sri Lanka,Colombo (RPS)
16-Dec-14,ODI # 3569,247235,Chris Woakes,9,0,71,0,7.88,,, Sri Lanka,Colombo (RPS)
20-Jan-15,ODI # 3586,247235,Chris Woakes,7,0,35,0,5,,, India,Brisbane
1-Feb-15,ODI # 3597,247235,Chris Woakes,10,0,89,0,8.9,,, Australia,Perth
1-Mar-15,ODI # 3619,247235,Chris Woakes,9.2,0,72,0,7.71,,, Sri Lanka,Wellington
9-Mar-15,ODI # 3630,247235,Chris Woakes,10,0,64,0,6.4,,, Bangladesh,Adelaide
3-Sep-15,ODI # 3680,247235,Chris Woakes,9,0,57,0,6.33,,, Australia,Southampton
5-Sep-15,ODI # 3681,247235,Chris Woakes,8,1,37,0,4.62,,, Australia,Lord's
8-Sep-15,ODI # 3682,247235,Chris Woakes,4,0,22,0,5.5,,, Australia,Manchester
11-Nov-15,ODI # 3707,247235,Chris Woakes,8.4,0,40,0,4.61,,, Pakistan,Abu Dhabi
20-Nov-15,ODI # 3712,247235,Chris Woakes,8,1,46,0,5.75,,, Pakistan,Dubai (DSC)
14-Feb-16,ODI # 3738,247235,Chris Woakes,5,0,32,0,6.4,,, South Africa,Cape Town
24-Jun-16,ODI # 3753,247235,Chris Woakes,8,0,36,0,4.5,,, Sri Lanka,Birmingham
29-Jun-16,ODI # 3757,247235,Chris Woakes,9,0,65,0,7.22,,, Sri Lanka,The Oval
2-Jul-16,ODI # 3758,247235,Chris Woakes,9,0,36,0,4,,, Sri Lanka,Cardiff
7-Oct-16,ODI # 3791,247235,Chris Woakes,7,1,38,0,5.42,,, Bangladesh,Dhaka
12-Oct-16,ODI # 3794,247235,Chris Woakes,8,0,66,0,8.25,,, Bangladesh,Chattogram
15-Jan-17,ODI # 3819,247235,Chris Woakes,8,0,44,0,5.5,,, India,Pune
5-Mar-17,ODI # 3848,247235,Chris Woakes,8,1,26,0,3.25,,, West Indies,North Sound
1-Jun-17,ODI # 3875,247235,Chris Woakes,2,1,4,0,2,,, Bangladesh,The Oval
24-Sep-17,ODI # 3915,247235,Chris Woakes,7,1,32,0,4.57,,, West Indies,Bristol
17-Oct-18,ODI # 4054,247235,Chris Woakes,4,0,37,0,9.25,,, Sri Lanka,Pallekele
27-Feb-19,ODI # 4099,247235,Chris Woakes,10,0,91,0,9.1,,, West Indies,St George's
8-May-19,ODI # 4130,247235,Chris Woakes,5,0,19,0,3.8,,, Pakistan,The Oval
11-Nov-15,ODI # 3707,308251,David Willey,7,0,43,0,6.14,,, Pakistan,Abu Dhabi
6-Feb-16,ODI # 3734,308251,David Willey,7,2,33,0,4.71,,, South Africa,Port Elizabeth
9-Feb-16,ODI # 3736,308251,David Willey,5,0,40,0,8,,, South Africa,Centurion
1-Sep-16,ODI # 3775,308251,David Willey,8,2,40,0,5,,, Pakistan,Leeds
4-Sep-16,ODI # 3777,308251,David Willey,8,2,32,0,4,,, Pakistan,Cardiff
7-Oct-16,ODI # 3791,308251,David Willey,7,1,46,0,6.57,,, Bangladesh,Dhaka
9-Oct-16,ODI # 3793,308251,David Willey,8,1,36,0,4.5,,, Bangladesh,Dhaka
19-Jan-17,ODI # 3821,308251,David Willey,5,0,32,0,6.4,,, India,Cuttack
7-May-17,ODI # 3865,308251,David Willey,3,0,23,0,7.66,,, Ireland,Lord's
29-May-17,ODI # 3874,308251,David Willey,4.5,0,43,0,8.89,,, South Africa,Lord's
28-Jan-18,ODI # 3968,308251,David Willey,9,1,37,0,4.11,,, Australia,Perth
28-Feb-18,ODI # 3981,308251,David Willey,5,0,16,0,3.2,,, New Zealand,Mount Maunganui
10-Jun-18,ODI # 4008,308251,David Willey,10,0,72,0,7.2,,, Scotland,Edinburgh
16-Jun-18,ODI # 4010,308251,David Willey,7,0,40,0,5.71,,, Australia,Cardiff
12-Jul-18,ODI # 4014,308251,David Willey,5,0,25,0,5,,, India,Nottingham
3-May-19,ODI # 4127,308251,David Willey,6,1,26,0,4.33,,, Ireland,Dublin (Malahide)
3-Sep-13,ODI # 3409,311158,Ben Stokes,10,0,51,0,5.1,,, Ireland,Dublin (Malahide)
8-Sep-13,ODI # 3412,311158,Ben Stokes,10,0,66,0,6.6,,, Australia,Manchester
2-Mar-14,ODI # 3480,311158,Ben Stokes,2,0,13,0,6.5,,, West Indies,North Sound
5-Mar-14,ODI # 3484,311158,Ben Stokes,4,0,21,0,5.25,,, West Indies,North Sound
27-Aug-14,ODI # 3517,311158,Ben Stokes,7,0,54,0,7.71,,, India,Cardiff
26-Nov-14,ODI # 3554,311158,Ben Stokes,4,0,36,0,9,,, Sri Lanka,Colombo (RPS)
3-Dec-14,ODI # 3561,311158,Ben Stokes,2,0,28,0,14,,, Sri Lanka,Hambantota
7-Dec-14,ODI # 3563,311158,Ben Stokes,2,0,21,0,10.5,,, Sri Lanka,Colombo (RPS)
9-Jun-15,ODI # 3654,311158,Ben Stokes,4,0,28,0,7,,, New Zealand,Birmingham
3-Sep-15,ODI # 3680,311158,Ben Stokes,6,0,38,0,6.33,,, Australia,Southampton
8-Sep-15,ODI # 3682,311158,Ben Stokes,2,0,6,0,3,,, Australia,Manchester
11-Sep-15,ODI # 3683,311158,Ben Stokes,5,0,25,0,5,,, Australia,Leeds
3-Feb-16,ODI # 3732,311158,Ben Stokes,5,0,31,0,6.2,,, South Africa,Bloemfontein
9-Feb-16,ODI # 3736,311158,Ben Stokes,8.2,0,54,0,6.48,,, South Africa,Centurion
14-Feb-16,ODI # 3738,311158,Ben Stokes,5,0,34,0,6.8,,, South Africa,Cape Town
1-Sep-16,ODI # 3775,311158,Ben Stokes,4,0,15,0,3.75,,, Pakistan,Leeds
4-Sep-16,ODI # 3777,311158,Ben Stokes,8,0,47,0,5.87,,, Pakistan,Cardiff
7-Oct-16,ODI # 3791,311158,Ben Stokes,5,0,37,0,7.4,,, Bangladesh,Dhaka
19-Jan-17,ODI # 3821,311158,Ben Stokes,9,0,79,0,8.77,,, India,Cuttack
24-May-17,ODI # 3872,311158,Ben Stokes,2,0,14,0,7,,, South Africa,Leeds
14-Jun-17,ODI # 3889,311158,Ben Stokes,3.1,0,38,0,12,,, Pakistan,Cardiff
24-Sep-17,ODI # 3915,311158,Ben Stokes,4,0,25,0,6.25,,, West Indies,Bristol
3-Mar-18,ODI # 3982,311158,Ben Stokes,6,0,27,0,4.5,,, New Zealand,Wellington
10-Mar-18,ODI # 3992,311158,Ben Stokes,4,0,23,0,5.75,,, New Zealand,Christchurch
12-Jul-18,ODI # 4014,311158,Ben Stokes,4,0,27,0,6.75,,, India,Nottingham
14-Jul-18,ODI # 4016,311158,Ben Stokes,5,0,29,0,5.8,,, India,Lord's
17-Jul-18,ODI # 4018,311158,Ben Stokes,6,0,43,0,7.16,,, India,Leeds
17-Oct-18,ODI # 4054,311158,Ben Stokes,4,0,21,0,5.25,,, Sri Lanka,Pallekele
20-Oct-18,ODI # 4055,311158,Ben Stokes,4,0,27,0,6.75,,, Sri Lanka,Pallekele
23-Oct-18,ODI # 4058,311158,Ben Stokes,5,0,34,0,6.8,,, Sri Lanka,Colombo (RPS)
8-May-19,ODI # 4130,311158,Ben Stokes,3,0,13,0,4.33,,, Pakistan,The Oval
11-May-19,ODI # 4133,311158,Ben Stokes,2,0,15,0,7.5,,, Pakistan,Southampton
14-May-19,ODI # 4135,311158,Ben Stokes,4,0,34,0,8.5,,, Pakistan,Bristol
17-May-19,ODI # 4138,311158,Ben Stokes,4,0,22,0,5.5,,, Pakistan,Nottingham
11-Jan-13,ODI # 3318,303669,Joe Root,9,0,51,0,5.66,,, India,Rajkot
15-Jan-13,ODI # 3320,303669,Joe Root,2,0,5,0,2.5,,, India,Kochi
23-Jan-13,ODI # 3327,303669,Joe Root,5,0,24,0,4.8,,, India,Mohali
27-Jan-13,ODI # 3329,303669,Joe Root,5,0,34,0,6.8,,, India,Dharamsala
31-May-13,ODI # 3360,303669,Joe Root,2,0,15,0,7.5,,, New Zealand,Lord's
2-Jun-13,ODI # 3361,303669,Joe Root,3,0,16,0,5.33,,, New Zealand,Southampton
13-Jun-13,ODI # 3370,303669,Joe Root,3,0,27,0,9,,, Sri Lanka,The Oval
19-Jun-13,ODI # 3375,303669,Joe Root,3,0,22,0,7.33,,, South Africa,The Oval
8-Sep-13,ODI # 3412,303669,Joe Root,2,0,13,0,6.5,,, Australia,Manchester
14-Sep-13,ODI # 3415,303669,Joe Root,1,0,9,0,9,,, Australia,Cardiff
22-May-14,ODI # 3492,303669,Joe Root,1,0,7,0,7,,, Sri Lanka,The Oval
25-May-14,ODI # 3493,303669,Joe Root,1,0,1,0,1,,, Sri Lanka,Chester-le-Street
31-May-14,ODI # 3495,303669,Joe Root,6,0,40,0,6.66,,, Sri Lanka,Lord's
3-Jun-14,ODI # 3496,303669,Joe Root,6,0,25,0,4.16,,, Sri Lanka,Birmingham
27-Aug-14,ODI # 3517,303669,Joe Root,3,0,14,0,4.66,,, India,Cardiff
30-Aug-14,ODI # 3520,303669,Joe Root,4,0,27,0,6.75,,, India,Nottingham
26-Nov-14,ODI # 3554,303669,Joe Root,2,0,12,0,6,,, Sri Lanka,Colombo (RPS)
7-Dec-14,ODI # 3563,303669,Joe Root,6,0,29,0,4.83,,, Sri Lanka,Colombo (RPS)
10-Dec-14,ODI # 3565,303669,Joe Root,5,0,21,0,4.2,,, Sri Lanka,Pallekele
13-Dec-14,ODI # 3567,303669,Joe Root,1,0,4,0,4,,, Sri Lanka,Pallekele
16-Dec-14,ODI # 3569,303669,Joe Root,5,0,22,0,4.4,,, Sri Lanka,Colombo (RPS)
14-Feb-15,ODI # 3600,303669,Joe Root,1,0,11,0,11,,, Australia,Melbourne
1-Mar-15,ODI # 3619,303669,Joe Root,2,0,12,0,6,,, Sri Lanka,Wellington
9-Mar-15,ODI # 3630,303669,Joe Root,1,0,6,0,6,,, Bangladesh,Adelaide
12-Jun-15,ODI # 3655,303669,Joe Root,3,0,20,0,6.66,,, New Zealand,The Oval
14-Jun-15,ODI # 3656,303669,Joe Root,3,0,21,0,7,,, New Zealand,Southampton
17-Jun-15,ODI # 3657,303669,Joe Root,2,0,10,0,5,,, New Zealand,Nottingham
11-Nov-15,ODI # 3707,303669,Joe Root,3,0,12,0,4,,, Pakistan,Abu Dhabi
24-Jun-16,ODI # 3753,303669,Joe Root,3,0,15,0,5,,, Sri Lanka,Birmingham
15-Jan-17,ODI # 3819,303669,Joe Root,3,0,22,0,7.33,,, India,Pune
3-Mar-17,ODI # 3845,303669,Joe Root,5,0,31,0,6.2,,, West Indies,North Sound
24-May-17,ODI # 3872,303669,Joe Root,1,0,4,0,4,,, South Africa,Leeds
27-May-17,ODI # 3873,303669,Joe Root,3,0,18,0,6,,, South Africa,Southampton
1-Jun-17,ODI # 3875,303669,Joe Root,3,0,18,0,6,,, Bangladesh,The Oval
27-Sep-17,ODI # 3916,303669,Joe Root,1,0,10,0,10,,, West Indies,The Oval
21-Jan-18,ODI # 3960,303669,Joe Root,8.4,0,60,0,6.92,,, Australia,Sydney
26-Jan-18,ODI # 3966,303669,Joe Root,1,0,3,0,3,,, Australia,Adelaide
25-Feb-18,ODI # 3980,303669,Joe Root,2,0,16,0,8,,, New Zealand,Hamilton
3-Mar-18,ODI # 3982,303669,Joe Root,1,0,7,0,7,,, New Zealand,Wellington
10-Mar-18,ODI # 3992,303669,Joe Root,2,0,15,0,7.5,,, New Zealand,Christchurch
13-Jun-18,ODI # 4009,303669,Joe Root,3,0,20,0,6.66,,, Australia,The Oval
16-Jun-18,ODI # 4010,303669,Joe Root,4,0,24,0,6,,, Australia,Cardiff
19-Jun-18,ODI # 4011,303669,Joe Root,2,0,19,0,9.5,,, Australia,Nottingham
21-Jun-18,ODI # 4012,303669,Joe Root,10,0,44,0,4.4,,, Australia,Chester-le-Street
24-Jun-18,ODI # 4013,303669,Joe Root,3,0,32,0,10.66,,, Australia,Manchester
12-Jul-18,ODI # 4014,303669,Joe Root,1,0,9,0,9,,, India,Nottingham
8-May-19,ODI # 4130,303669,Joe Root,2,0,10,0,5,,, Pakistan,The Oval
4-Sep-09,ODI # 2882,244497,Adil Rashid,10,0,37,0,3.7,,, Australia,The Oval
22-Nov-09,ODI # 2929,244497,Adil Rashid,3,0,27,0,9,,, South Africa,Centurion
12-Jun-15,ODI # 3655,244497,Adil Rashid,10,0,72,0,7.2,,, New Zealand,The Oval
11-Sep-15,ODI # 3683,244497,Adil Rashid,10,0,63,0,6.3,,, Australia,Leeds
13-Sep-15,ODI # 3684,244497,Adil Rashid,4,0,34,0,8.5,,, Australia,Manchester
11-Nov-15,ODI # 3707,244497,Adil Rashid,9,0,60,0,6.66,,, Pakistan,Abu Dhabi
17-Nov-15,ODI # 3710,244497,Adil Rashid,10,1,51,0,5.1,,, Pakistan,Sharjah
3-Feb-16,ODI # 3732,244497,Adil Rashid,6,0,42,0,7,,, South Africa,Bloemfontein
21-Jun-16,ODI # 3751,244497,Adil Rashid,10,0,36,0,3.6,,, Sri Lanka,Nottingham
26-Jun-16,ODI # 3755,244497,Adil Rashid,10,0,60,0,6,,, Sri Lanka,Bristol
15-Jan-17,ODI # 3819,244497,Adil Rashid,5,0,50,0,10,,, India,Pune
27-May-17,ODI # 3873,244497,Adil Rashid,6,0,41,0,6.83,,, South Africa,Southampton
28-Feb-18,ODI # 3981,244497,Adil Rashid,10,0,32,0,3.2,,, New Zealand,Mount Maunganui
7-Mar-18,ODI # 3989,244497,Adil Rashid,10,0,74,0,7.4,,, New Zealand,Dunedin
13-Oct-18,ODI # 4053,244497,Adil Rashid,2,0,15,0,7.5,,, Sri Lanka,Dambulla
8-May-19,ODI # 4130,244497,Adil Rashid,1,0,3,0,3,,, Pakistan,The Oval
17-May-19,ODI # 4138,244497,Adil Rashid,7,0,49,0,7,,, Pakistan,Nottingham
12-Dec-05,ODI # 2305,19264,Liam Plunkett,7,0,63,0,9,,, Pakistan,Lahore
21-Dec-05,ODI # 2308,19264,Liam Plunkett,8,0,45,0,5.62,,, Pakistan,Rawalpindi
15-Apr-06,ODI # 2362,19264,Liam Plunkett,10,0,40,0,4,,, India,Indore
13-Jun-06,ODI # 2383,19264,Liam Plunkett,10,0,48,0,4.8,,, Ireland,Belfast
20-Jun-06,ODI # 2385,19264,Liam Plunkett,8,0,58,0,7.25,,, Sri Lanka,The Oval
24-Jun-06,ODI # 2386,19264,Liam Plunkett,5.2,0,46,0,8.62,,, Sri Lanka,Chester-le-Street
1-Jul-06,ODI # 2389,19264,Liam Plunkett,5,0,46,0,9.2,,, Sri Lanka,Leeds
26-Jan-07,ODI # 2486,19264,Liam Plunkett,5,0,39,0,7.8,,, Australia,Adelaide
9-Feb-07,ODI # 2515,19264,Liam Plunkett,10,0,56,0,5.6,,, Australia,Melbourne
5-Mar-10,ODI # 2968,19264,Liam Plunkett,2,0,12,0,6,,, Bangladesh,Chattogram
9-Jun-15,ODI # 3654,19264,Liam Plunkett,5,0,37,0,7.4,,, New Zealand,Birmingham
5-Sep-15,ODI # 3681,19264,Liam Plunkett,8,0,42,0,5.25,,, Australia,Lord's
29-Jun-16,ODI # 3757,19264,Liam Plunkett,8,0,65,0,8.12,,, Sri Lanka,The Oval
12-Oct-16,ODI # 3794,19264,Liam Plunkett,9,0,51,0,5.66,,, Bangladesh,Chattogram
5-May-17,ODI # 3864,19264,Liam Plunkett,3,0,14,0,4.66,,, Ireland,Bristol
10-Jun-17,ODI # 3885,19264,Liam Plunkett,8,0,49,0,6.12,,, Australia,Birmingham
14-Jun-17,ODI # 3889,19264,Liam Plunkett,6,0,33,0,5.5,,, Pakistan,Cardiff
19-Sep-17,ODI # 3911,19264,Liam Plunkett,8,0,42,0,5.25,,, West Indies,Manchester
21-Jan-18,ODI # 3960,19264,Liam Plunkett,1.2,0,6,0,4.5,,, Australia,Sydney
19-Jun-18,ODI # 4011,19264,Liam Plunkett,6,0,41,0,6.83,,, Australia,Nottingham
12-Jul-18,ODI # 4014,19264,Liam Plunkett,6,0,31,0,5.16,,, India,Nottingham
17-Jul-18,ODI # 4018,19264,Liam Plunkett,5,0,41,0,8.2,,, India,Leeds
20-Feb-19,ODI # 4096,19264,Liam Plunkett,6,0,54,0,9,,, West Indies,Bridgetown
27-Feb-19,ODI # 4099,19264,Liam Plunkett,8,0,40,0,5,,, West Indies,St George's
14-May-19,ODI # 4135,12454,Joe Denly,1,0,9,0,9,,, Pakistan,Bristol
17-May-19,ODI # 4138,12454,Joe Denly,5,0,27,0,5.4,,, Pakistan,Nottingham
28-Feb-18,ODI # 3981,550235,Tom Curran,9,0,53,0,5.88,,, New Zealand,Mount Maunganui
3-Mar-18,ODI # 3982,550235,Tom Curran,7,0,49,0,7,,, New Zealand,Wellington
22-Feb-19,ODI # 4097,550235,Tom Curran,10,0,62,0,6.2,,, West Indies,Bridgetown
2-Mar-19,ODI # 4103,550235,Tom Curran,0.1,0,4,0,24,,, West Indies,Gros Islet
2-Sep-14,ODI # 3523,8917,Moeen Ali,7,0,40,0,5.71,,, India,Birmingham
3-Dec-14,ODI # 3561,8917,Moeen Ali,7,0,36,0,5.14,,, Sri Lanka,Hambantota
10-Dec-14,ODI # 3565,8917,Moeen Ali,10,0,50,0,5,,, Sri Lanka,Pallekele
13-Dec-14,ODI # 3567,8917,Moeen Ali,8,0,46,0,5.75,,, Sri Lanka,Pallekele
